汉字	最终规范拆分	编码首根	编码末根
琄	王 ＋ 口 ＋ 青字底	王	月
琅	王 ＋ 丶 ＋ 艮	王	艮
理	王 ＋ 里	王	里
琇	王 ＋ 禾 ＋ 乃	王	乃
琈	王 ＋ 爫 ＋ 子	王	子
琉	王 ＋ 亠 ＋ 厶 ＋ 荒字底	王	竖
琊	王 ＋ 牙 ＋ 阝	王	卩
琎	王 ＋ 井 ＋ 辶	王	辶
琏	王 ＋ 车 ＋ 辶	王	辶
琐	王 ＋ 尚字头 ＋ 贝	王	见
琔	王 ＋ 宀 ＋ 定字底	王	定字底
琚	王 ＋ 居	王	居
琛	王 ＋ 冖 ＋ 八 ＋ 木	王	木
琟	王 ＋ 隹	王	隹
琡	王 ＋ 卜 ＋ 横 ＋ 小 ＋ 又	王	又
琢	王 ＋ 豖	王	豕
琤	王 ＋ ⺈ ＋ 争字底	王	争字底
琥	王 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 几	王	几
琦	王 ＋ 大 ＋ 可	王	寸
琨	王 ＋ 日 ＋ 比字旁 ＋ 匕	王	匕
琪	王 ＋ 其字头 ＋ 八	王	八
琫	王 ＋ 春字头 ＋ 举字底	王	扌
琬	王 ＋ 宀 ＋ 夕 ＋ 㔾	王	已
琭	王 ＋ 录字头 ＋ 氺	王	氵
琮	王 ＋ 宀 ＋ 示	王	示
琯	王 ＋ 宀 ＋ 官字底	王	追字心
琰	王 ＋ 火 ＋ 火	王	火
琲	王 ＋ 非	王	片
琳	王 ＋ 木 ＋ 木	王	木
琴	玨 ＋ 今	王	今
琵	玨 ＋ 比字旁 ＋ 匕	王	匕
琶	玨 ＋ 巴	王	已
琼	王 ＋ 享字头 ＋ 小	王	小
瑀	王 ＋ 撇 ＋ 口 ＋ 禺字底	王	禸
瑁	王 ＋ 见二 ＋ 二 ＋ 目	王	日
瑂	王 ＋ 尸 ＋ 丨 ＋ 目	王	日
瑃	王 ＋ 春字头 ＋ 日	王	日
瑄	王 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	王	横
瑅	王 ＋ 日 ＋ 定字底	王	定字底
瑆	王 ＋ 日 ＋ 丿 ＋ 龶	王	丰
瑑	王 ＋ 互中间 ＋ 豕	王	豕
瑓	王 ＋ 柬	王	束
瑔	王 ＋ 白 ＋ 水	王	氵
瑕	王 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 折 ＋ 一 ＋ 又	王	又
瑖	王 ＋ 撇 ＋ 卢字头 ＋ 二 ＋ 殳	王	殳
瑗	王 ＋ 爫 ＋ 一 ＋ 左字框 ＋ 又	王	又
瑙	王 ＋ 巛 ＋ 囟	王	向
瑚	王 ＋ 古 ＋ 月	王	月
瑛	王 ＋ 艹 ＋ 见二 ＋ 大	王	大
瑜	王 ＋ 俞	王	俞
瑝	王 ＋ 白 ＋ 王	王	王
瑞	王 ＋ 山 ＋ 而	王	雨
瑟	玨 ＋ 必	王	忄
瑢	王 ＋ 宀 ＋ 八 ＋ 全字头 ＋ 口	王	口
瑧	王 ＋ 春字头 ＋ 禾	王	禾
瑨	王 ＋ 亚 ＋ 日	王	日
瑬	氵 ＋ 亠 ＋ 厶 ＋ 荒字底 ＋ 玉	氵	王
瑭	王 ＋ 广 ＋ 肀 ＋ 口	王	口
瑰	王 ＋ 鬼	王	鬼
瑱	王 ＋ 十 ＋ 具字头 ＋ 八	王	八
瑳	王 ＋ 差字头 ＋ 工	王	工
瑶	王 ＋ 爫 ＋ 缶	王	击
瑷	王 ＋ 爫 ＋ 冖 ＋ 左字框 ＋ 又	王	又
瑾	王 ＋ 廿 ＋ 口 ＋ 龶	王	丰
璀	王 ＋ 山 ＋ 隹	王	隹
璁	王 ＋ 囱 ＋ 心	王	忄
璃	王 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	王	禸
璆	王 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	王	彡
璇	王 ＋ 方 ＋ 卧人 ＋ 疋	王	定字底
璈	王 ＋ 龶 ＋ 折 ＋ 丿 ＋ 攵	王	又
璋	王 ＋ 音 ＋ 十	王	十
璎	王 ＋ 贝 ＋ 贝 ＋ 女	王	女
璐	王 ＋ 足旁 ＋ 各	王	又
璒	王 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	王	横
璘	王 ＋ 米 ＋ 夕 ＋ 降下角	王	降下角
璜	王 ＋ 龷 ＋ 由 ＋ 八	王	八
璞	王 ＋ 业 ＋ 养字头	王	美字头
璟	王 ＋ 日 ＋ 享字头 ＋ 小	王	小
璠	王 ＋ 釆 ＋ 田	王	田
璥	王 ＋ 艹 ＋ 勹 ＋ 口 ＋ 攵	王	又
璧	尸 ＋ 口 ＋ 辛 ＋ 玉	尸	王
璨	王 ＋ 餐字头 ＋ 米	王	米
璩	王 ＋ 卜 ＋ 厂 ＋ 匕 ＋ 豕	王	豕
璪	王 ＋ 口 ＋ 口 ＋ 口 ＋ 木	王	木
璬	王 ＋ 白 ＋ 方 ＋ 攵	王	又
璮	王 ＋ 亠 ＋ 囗 ＋ 口 ＋ 日 ＋ 一	王	横
璱	王 ＋ 玨 ＋ 必	王	忄
璲	王 ＋ 丷 ＋ 豕 ＋ 辶	王	辶
璺	撇 ＋ 卢字头 ＋ 一 ＋ 冂 ＋ 一 ＋ 口 ＋ 折 ＋ 二 ＋ 冖 ＋ 玉	撇	王
瓀	王 ＋ 雨头 ＋ 而	王	雨
瓒	王 ＋ 告字头 ＋ 儿 ＋ 告字头 ＋ 儿 ＋ 贝	王	见
瓖	王 ＋ 襄	王	衣
瓘	王 ＋ 艹 ＋ 口 ＋ 口 ＋ 隹	王	隹
瓜	瓜	爫	爫
瓞	瓜 ＋ 失	爫	矢
瓠	大 ＋ 二 ＋ 折 ＋ 瓜	大	爫
瓢	覀 ＋ 示 ＋ 瓜	西	爫
瓣	辡 ＋ 瓜	辛	爫
瓤	襄 ＋ 瓜	衣	爫
瓦	瓦	瓦	瓦
瓮	八 ＋ 厶 ＋ 瓦	八	瓦
瓯	匚 ＋ 㐅 ＋ 瓦	匚	瓦
瓴	令 ＋ 瓦	今	瓦
瓶	丷 ＋ 一 ＋ 廾 ＋ 瓦	八	瓦
瓷	冫 ＋ ⺈ ＋ 人 ＋ 瓦	氵	瓦
瓻	㐅 ＋ 左字框 ＋ 巾 ＋ 瓦	交	瓦
瓿	立 ＋ 口 ＋ 瓦	立	瓦
甄	覀 ＋ 土 ＋ 瓦	西	瓦
甍	艹 ＋ 罒 ＋ 冖 ＋ 瓦	艹	瓦
甏	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 彡 ＋ 瓦	土	瓦
甑	丷 ＋ 囗 ＋ 尚字头 ＋ 日 ＋ 瓦	八	瓦
甓	尸 ＋ 口 ＋ 辛 ＋ 瓦	尸	瓦
甗	卜 ＋ 厂 ＋ 匕 ＋ 鬲 ＋ 瓦	卜	瓦
甘	甘	廿	廿
甚	其字头 ＋ 八 ＋ 折	廿	折
甜	千 ＋ 口 ＋ 甘	干	廿
生	丿 ＋ 龶	撇	丰
甡	丿 ＋ 龶 ＋ 丿 ＋ 龶	撇	丰
甥	丿 ＋ 龶 ＋ 田 ＋ 力	撇	力
甦	一 ＋ 日 ＋ 㐅 ＋ 丿 ＋ 龶	横	丰
用	周字框 ＋ 举字底	几	扌
甩	月 ＋ 折	月	折
甪	丿 ＋ 周字框 ＋ 举字底	撇	扌
甫	甫	甫	甫
甬	龴 ＋ 冂 ＋ 举字底	厶	扌
甭	一 ＋ 亻 ＋ 点 ＋ 周字框 ＋ 举字底	横	扌
甯	宀 ＋ 心 ＋ 冂 ＋ 举字底	宀	扌
田	田	田	田
由	由	田	田
甲	甲	田	田
申	申	田	田
电	电	田	田
男	田 ＋ 力	田	力
甸	勹 ＋ 田	匚	田
町	田 ＋ 丁	田	寸
画	一 ＋ 田 ＋ 凵	横	匚
甾	巛 ＋ 田	巛	田
畀	田 ＋ 丌	田	儿
畅	申 ＋ 杨字边	田	勿
畈	田 ＋ 反字框 ＋ 又	田	又
畋	田 ＋ 攵	田	又
界	田 ＋ 全字头 ＋ 乔字底	田	竖
畎	田 ＋ 犬	田	大
畏	田 ＋ 畏字底带横	田	定字底
畔	田 ＋ 丷 ＋ 举字底	田	扌
畖	田 ＋ 瓜	田	爫
留	留字头 ＋ 田	夕	田
畚	厶 ＋ 大 ＋ 田	厶	田
畛	田 ＋ 全字头 ＋ 彡	田	彡
畜	亠 ＋ 幺 ＋ 田	亠	田
畤	田 ＋ 土 ＋ 寸	田	寸
略	田 ＋ 各	田	又
畦	田 ＋ 土 ＋ 土	田	土
番	釆 ＋ 田	爫	田
畬	全字头 ＋ 于 ＋ 八 ＋ 田	人	田
畯	田 ＋ 厶 ＋ 八 ＋ 夂	田	又
畲	全字头 ＋ 示 ＋ 田	人	田
畴	田 ＋ 三 ＋ 丿 ＋ 寸	田	寸
畸	田 ＋ 大 ＋ 可	田	寸
畹	田 ＋ 宀 ＋ 夕 ＋ 㔾	田	已
畿	幺 ＋ 幺 ＋ 戈 ＋ 田	纟	田
疁	田 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	田	彡
疃	田 ＋ 立 ＋ 里	田	里
疆	弓 ＋ 土 ＋ 一 ＋ 田 ＋ 一 ＋ 田 ＋ 一	折	横
疍	疋 ＋ 日 ＋ 一	定字底	横
疏	折 ＋ 止 ＋ 亠 ＋ 厶 ＋ 荒字底	折	竖
疐	十 ＋ 冖 ＋ 田 ＋ 疋	十	定字底
疑	肄字旁 ＋ 龴 ＋ 疋	匕	定字底
疔	疒 ＋ 丁	广	寸
疖	疒 ＋ 节字底	广	卩
疗	疒 ＋ 了	广	子
疙	疒 ＋ 卧人 ＋ 乙	广	乙
疚	疒 ＋ 久	广	又
疝	疒 ＋ 山	广	山
疟	疒 ＋ 匚 ＋ 一	广	横
疠	疒 ＋ 横 ＋ 撇 ＋ 折	广	折
疡	疒 ＋ 杨字边	广	勿
疢	疒 ＋ 火	广	火
疣	疒 ＋ 尤	广	龙
疤	疒 ＋ 巴	广	已
疥	疒 ＋ 全字头 ＋ 乔字底	广	竖
疫	疒 ＋ 殳	广	殳
疬	疒 ＋ 厂 ＋ 力	广	力
疭	疒 ＋ 人 ＋ 人	广	人
疮	疒 ＋ 全字头 ＋ 㔾	广	已
疯	疒 ＋ 风省 ＋ 㐅	广	交
疰	疒 ＋ 亠 ＋ 土	广	土
疱	疒 ＋ 勹 ＋ 巳	广	已
疲	疒 ＋ 皮	广	皮
疳	疒 ＋ 甘	广	廿
疴	疒 ＋ 可	广	寸
疵	疒 ＋ 止 ＋ 匕	广	匕
疸	疒 ＋ 日 ＋ 一	广	横
疹	疒 ＋ 全字头 ＋ 彡	广	彡
疼	疒 ＋ 夂 ＋ 冬字底	广	点
疽	疒 ＋ 且	广	且
疾	疒 ＋ 矢	广	矢
痂	疒 ＋ 力 ＋ 口	广	口
痃	疒 ＋ 亠 ＋ 幺	广	纟
痄	疒 ＋ 卧人 ＋ 卢字头 ＋ 一	广	横
病	疒 ＋ 一 ＋ 冂 ＋ 人	广	人
症	疒 ＋ 一 ＋ 止	广	止
痈	疒 ＋ 周字框 ＋ 举字底	广	扌
痉	疒 ＋ 轻字边	广	工
痊	疒 ＋ 全字头 ＋ 王	广	王
痍	疒 ＋ 夷	广	夷
痒	疒 ＋ 羊	广	羊
痓	疒 ＋ 至	广	至
痔	疒 ＋ 土 ＋ 寸	广	寸
痕	疒 ＋ 艮	广	艮
痘	疒 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	广	横
痛	疒 ＋ 龴 ＋ 冂 ＋ 举字底	广	扌
痞	疒 ＋ 一 ＋ 亻 ＋ 点 ＋ 口	广	口
痢	疒 ＋ 利	广	利
痣	疒 ＋ 士 ＋ 心	广	忄
痤	疒 ＋ 人 ＋ 人 ＋ 土	广	土
痦	疒 ＋ 五 ＋ 口	广	口
痧	疒 ＋ 氵 ＋ 少三 ＋ 丿	广	撇
痨	疒 ＋ 艹 ＋ 冖 ＋ 力	广	力
痪	疒 ＋ ⺈ ＋ 见二 ＋ 大	广	大
痫	疒 ＋ 门 ＋ 木	广	木
痰	疒 ＋ 火 ＋ 火	广	火
痱	疒 ＋ 非	广	片
痴	疒 ＋ 矢 ＋ 口	广	口
痹	疒 ＋ 田 ＋ 丌	广	儿
痼	疒 ＋ 囗 ＋ 古	广	古
痿	疒 ＋ 禾 ＋ 女	广	女
瘀	疒 ＋ 方 ＋ 全字头 ＋ 冬字底	广	点
瘁	疒 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	广	十
瘃	疒 ＋ 豖	广	豕
瘅	疒 ＋ 单	广	单
瘆	疒 ＋ 厶 ＋ 大 ＋ 彡	广	彡
瘊	疒 ＋ 亻 ＋ 折 ＋ 一 ＋ 矢	广	矢
瘌	疒 ＋ 束 ＋ 刂	广	刀
瘐	疒 ＋ 臼 ＋ 人	广	人
瘕	疒 ＋ 折 ＋ 一 ＋ 卢字头 ＋ 一 ＋ 折 ＋ 一 ＋ 又	广	又
瘗	疒 ＋ 一 ＋ 丷 ＋ 大 ＋ 土	广	土
瘘	疒 ＋ 米 ＋ 女	广	女
瘙	疒 ＋ 又 ＋ 丶 ＋ 虫	广	虫
瘛	疒 ＋ 丰 ＋ 刀 ＋ 心	广	忄
瘟	疒 ＋ 日 ＋ 皿	广	皿
瘠	疒 ＋ 冫 ＋ 撇 ＋ 点 ＋ 人 ＋ 青字底	广	月
瘢	疒 ＋ 舟 ＋ 殳	广	殳
瘤	疒 ＋ 留字头 ＋ 田	广	田
瘥	疒 ＋ 差字头 ＋ 工	广	工
瘦	疒 ＋ 叟字头 ＋ 又	广	又
瘩	疒 ＋ 艹 ＋ 全字头 ＋ 一 ＋ 口	广	口
瘪	疒 ＋ 自 ＋ 全字头 ＋ 匕	广	匕
瘫	疒 ＋ 又 ＋ 隹	广	隹
瘭	疒 ＋ 覀 ＋ 示	广	示
瘰	疒 ＋ 田 ＋ 糸	广	纟
瘳	疒 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	广	彡
瘴	疒 ＋ 音 ＋ 十	广	十
瘵	疒 ＋ 祭字头 ＋ 示	广	示
瘸	疒 ＋ 力 ＋ 口 ＋ 冂 ＋ 人 ＋ 人	广	人
瘼	疒 ＋ 莫	广	莫
瘾	疒 ＋ 阝 ＋ 刍 ＋ 心	广	忄
瘿	疒 ＋ 贝 ＋ 贝 ＋ 女	广	女
癀	疒 ＋ 龷 ＋ 由 ＋ 八	广	八
癃	疒 ＋ 阝 ＋ 夂 ＋ 一 ＋ 丿 ＋ 龶	广	丰
癌	疒 ＋ 口 ＋ 口 ＋ 口 ＋ 山	广	山
癍	疒 ＋ 玨 ＋ 文	广	文
癔	疒 ＋ 音 ＋ 心	广	忄
癖	疒 ＋ 尸 ＋ 口 ＋ 辛	广	辛
癗	疒 ＋ 雨头 ＋ 田	广	田
癜	疒 ＋ 尸 ＋ 龷 ＋ 八 ＋ 殳	广	殳
癞	疒 ＋ 束 ＋ ⺈ ＋ 贝	广	见
癣	疒 ＋ 鱼 ＋ 羊	广	羊
癫	疒 ＋ 十 ＋ 具字头 ＋ 八 ＋ 页	广	见
癯	疒 ＋ 目 ＋ 目 ＋ 隹	广	隹
癸	登字头 ＋ 天	夕	大
登	登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	夕	横
白	白	白	白
百	一 ＋ 白	横	白
癿	白 ＋ 折	白	折
皂	白 ＋ 七	白	匕
的	白 ＋ 勹 ＋ 丶	白	点
皆	比字旁 ＋ 匕 ＋ 白	匕	白
皇	白 ＋ 王	白	王
皈	白 ＋ 反字框 ＋ 又	白	又
皋	白 ＋ 大 ＋ 十	白	十
皎	白 ＋ 交	白	交
皑	白 ＋ 山 ＋ 己	白	已
皓	白 ＋ 告字头 ＋ 口	白	口
皕	一 ＋ 白 ＋ 一 ＋ 白	横	白
皖	白 ＋ 宀 ＋ 一 ＋ 兀	白	儿
皙	木 ＋ 斤 ＋ 白	木	白
皛	白 ＋ 白 ＋ 白	白	白
皞	白 ＋ 白 ＋ 大 ＋ 十	白	十
皤	白 ＋ 釆 ＋ 田	白	田
皦	白 ＋ 白 ＋ 方 ＋ 攵	白	又
皭	白 ＋ 爫 ＋ 罒 ＋ 即字旁 ＋ 寸	白	寸
皮	皮	皮	皮
皱	刍 ＋ 皮	刍	皮
皲	冖 ＋ 车旁 ＋ 皮	宀	皮
皴	厶 ＋ 八 ＋ 夂 ＋ 皮	厶	皮
皿	皿	皿	皿
盂	于 ＋ 皿	干	皿
盅	口 ＋ 竖 ＋ 皿	口	皿
盆	八 ＋ 刀 ＋ 皿	八	皿
盈	乃 ＋ 又 ＋ 皿	乃	皿
盉	禾 ＋ 皿	禾	皿
益	丷 ＋ 一 ＋ 八 ＋ 皿	八	皿
盍	土 ＋ 厶 ＋ 皿	土	皿
盎	见二 ＋ 大 ＋ 皿	匚	皿
盏	戋 ＋ 皿	戈	皿
盐	土 ＋ 卜 ＋ 皿	土	皿
监	览字头 ＋ 皿	览字头	皿
盒	全字头 ＋ 一 ＋ 口 ＋ 皿	人	皿
盔	左字框 ＋ 火 ＋ 皿	十	皿
盖	美字头 ＋ 皿	美字头	皿
盗	冫 ＋ ⺈ ＋ 人 ＋ 皿	氵	皿
盘	舟 ＋ 皿	舟	皿
盛	戊 ＋ 折 ＋ 皿	戈	皿
盟	日 ＋ 月 ＋ 皿	日	皿
盥	撇 ＋ 卢字头 ＋ 一 ＋ 水 ＋ 折 ＋ 二 ＋ 皿	撇	皿
盦	今 ＋ 酉 ＋ 皿	今	皿
目	目	日	日
盯	目 ＋ 丁	日	寸
盱	目 ＋ 于	日	干
盲	亠 ＋ 折 ＋ 目	亠	日
直	十 ＋ 具字头	十	且
盷	目 ＋ 勹 ＋ 冫	日	氵
相	木 ＋ 目	木	日
盹	目 ＋ 一 ＋ 凵 ＋ 折	日	折
盼	目 ＋ 八 ＋ 刀	日	刀
盾	反字框 ＋ 十 ＋ 目	撇	日
省	少三 ＋ 丿 ＋ 目	小	日
眄	目 ＋ 一 ＋ 丨 ＋ 折 ＋ 折	日	折
眇	目 ＋ 少三 ＋ 丿	日	撇
眈	目 ＋ 冖 ＋ 儿	日	儿
眉	尸 ＋ 丨 ＋ 目	尸	日
眊	目 ＋ 毛	日	毛
看	龵 ＋ 目	美字头	日
眍	目 ＋ 匚 ＋ 㐅	日	交
眙	目 ＋ 厶 ＋ 口	日	口
眚	丿 ＋ 龶 ＋ 目	撇	日
真	十 ＋ 具字头 ＋ 八	十	八
眠	目 ＋ 民	日	民
眢	夕 ＋ 㔾 ＋ 目	夕	日
眦	目 ＋ 止 ＋ 匕	日	匕
眨	目 ＋ 撇 ＋ 之	日	之
眩	目 ＋ 亠 ＋ 幺	日	纟
眬	目 ＋ 龙	日	龙
眭	目 ＋ 土 ＋ 土	日	土
眯	目 ＋ 米	日	米
眵	目 ＋ 夕 ＋ 夕	日	夕
眶	目 ＋ 匚 ＋ 王	日	王
眷	龹 ＋ 目	美字头	日
眸	目 ＋ 厶 ＋ 牛	日	牛
眺	目 ＋ 冫 ＋ 冫 ＋ 儿	日	儿
眼	目 ＋ 艮	日	艮
着	差字头 ＋ 目	美字头	日
睁	目 ＋ ⺈ ＋ 争字底	日	争字底
睃	目 ＋ 厶 ＋ 八 ＋ 夂	日	又
睄	目 ＋ 尚字头 ＋ 青字底	日	月
睇	目 ＋ 弟	日	弟
睎	目 ＋ 㐅 ＋ 左字框 ＋ 巾	日	巾
睐	目 ＋ 来	日	来
睑	目 ＋ 佥	日	佥
睚	目 ＋ 厂 ＋ 土 ＋ 土	日	土
睛	目 ＋ 龶 ＋ 青字底	日	月
睡	目 ＋ 千 ＋ 龷 ＋ 一	日	横
睢	目 ＋ 隹	日	隹
督	卜 ＋ 横 ＋ 小 ＋ 又 ＋ 目	卜	日
睥	目 ＋ 白 ＋ 丿 ＋ 十	日	十
睦	目 ＋ 土 ＋ 八 ＋ 土	日	土
睨	目 ＋ 臼 ＋ 儿	日	儿
睫	目 ＋ 一 ＋ 肀 ＋ 一 ＋ 丿 ＋ 点	日	点
睬	目 ＋ 采	日	爫
睹	目 ＋ 耂 ＋ 日	日	日
睽	目 ＋ 登字头 ＋ 天	日	大
睾	丿 ＋ 罒 ＋ 土 ＋ 南字心	撇	南字心
睿	卢字头 ＋ 冖 ＋ 一 ＋ 八 ＋ 全字头 ＋ 目	卜	日
瞀	予 ＋ 丿 ＋ 攵 ＋ 目	予	日
瞄	目 ＋ 艹 ＋ 田	日	田
瞅	目 ＋ 禾 ＋ 火	日	火
瞋	目 ＋ 十 ＋ 具字头 ＋ 八	日	八
瞌	目 ＋ 土 ＋ 厶 ＋ 皿	日	皿
瞍	目 ＋ 叟字头 ＋ 又	日	又
瞎	目 ＋ 宀 ＋ 丰 ＋ 口	日	口
瞑	目 ＋ 冖 ＋ 日 ＋ 亠 ＋ 八	日	八
瞒	目 ＋ 艹 ＋ 两	日	丽
瞟	目 ＋ 覀 ＋ 示	日	示
瞠	目 ＋ 尚头 ＋ 土	日	土
瞢	艹 ＋ 罒 ＋ 冖 ＋ 目	艹	日
瞥	㡀 ＋ 攵 ＋ 目	八	日
瞧	目 ＋ 隹 ＋ 灬	日	火
瞩	目 ＋ 尸 ＋ 撇 ＋ 口 ＋ 禺字底	日	禸
瞪	目 ＋ 登字头 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	日	横
瞫	目 ＋ 覀 ＋ 日 ＋ 十	日	十
瞬	目 ＋ 爫 ＋ 冖 ＋ 夕 ＋ 降下角	日	降下角
瞭	目 ＋ 大 ＋ 丷 ＋ 日 ＋ 小	日	小
瞰	目 ＋ 折 ＋ 耳 ＋ 攵	日	又
瞳	目 ＋ 立 ＋ 里	日	里
瞵	目 ＋ 米 ＋ 夕 ＋ 降下角	日	降下角
瞻	目 ＋ ⺈ ＋ 厂 ＋ 八 ＋ 言	日	讠
瞽	士 ＋ 口 ＋ 丷 ＋ 一 ＋ 十 ＋ 又 ＋ 目	土	日
瞿	目 ＋ 目 ＋ 隹	日	隹
矍	目 ＋ 目 ＋ 隹 ＋ 又	日	又
矗	十 ＋ 具字头 ＋ 十 ＋ 具字头 ＋ 十 ＋ 具字头	十	且
矛	予 ＋ 丿	予	撇
矜	予 ＋ 丿 ＋ 今	予	今
矞	予 ＋ 丿 ＋ 冂 ＋ 八 ＋ 口	予	口
矢	矢	矢	矢
矣	厶 ＋ 矢	厶	矢
知	矢 ＋ 口	矢	口
矧	矢 ＋ 弓 ＋ 丨	矢	竖
矩	矢 ＋ 巨	矢	匚
矫	矢 ＋ 乔	矢	竖
矬	矢 ＋ 人 ＋ 人 ＋ 土	矢	土
短	矢 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	矢	横
矮	矢 ＋ 禾 ＋ 女	矢	女
矰	矢 ＋ 丷 ＋ 囗 ＋ 尚字头 ＋ 日	矢	日
石	石	石	石
矶	石 ＋ 几	石	几
矸	石 ＋ 干	石	干
矻	石 ＋ 卧人 ＋ 乙	石	乙
矼	石 ＋ 工	石	工
矾	石 ＋ 凡	石	几
矿	石 ＋ 广	石	广
砀	石 ＋ 杨字边	石	勿
码	石 ＋ 马	石	马
砂	石 ＋ 少三 ＋ 丿	石	撇
砄	石 ＋ 折 ＋ 大	石	大
砆	石 ＋ 夫	石	大
砉	丰 ＋ 石	丰	石
砌	石 ＋ 七 ＋ 刀	石	刀
砍	石 ＋ ⺈ ＋ 人	石	人
砑	石 ＋ 牙	石	牙
砒	石 ＋ 比字旁 ＋ 匕	石	匕
研	石 ＋ 一 ＋ 廾	石	艹
砖	石 ＋ 专	石	专
砗	石 ＋ 车	石	车
砘	石 ＋ 一 ＋ 凵 ＋ 折	石	折
砚	石 ＋ 见	石	见
砜	石 ＋ 风省 ＋ 㐅	石	交
砝	石 ＋ 土 ＋ 厶	石	厶
砟	石 ＋ 卧人 ＋ 卢字头 ＋ 一	石	横
砠	石 ＋ 且	石	且
砣	石 ＋ 宀 ＋ 匕	石	匕
砥	石 ＋ 氐	石	氏
砧	石 ＋ 卢字头 ＋ 口	石	口
砫	石 ＋ 亠 ＋ 土	石	土
砬	石 ＋ 立	石	立
砭	石 ＋ 撇 ＋ 之	石	之
砮	女 ＋ 又 ＋ 石	女	石
砰	石 ＋ 一 ＋ 丷 ＋ 十	石	十
破	石 ＋ 皮	石	皮
砵	石 ＋ 木 ＋ 一	石	横
砷	石 ＋ 申	石	田
砸	石 ＋ 匚 ＋ 巾	石	巾
砹	石 ＋ 艹 ＋ 㐅	石	交
砺	石 ＋ 厉	石	厉
砻	龙 ＋ 石	龙	石
砼	石 ＋ 全字头 ＋ 工	石	工
砾	石 ＋ 乐	石	乐
础	石 ＋ 出	石	山
硁	石 ＋ 轻字边	石	工
硅	石 ＋ 土 ＋ 土	石	土
硇	石 ＋ 囟	石	向
硊	石 ＋ ⺈ ＋ 厂 ＋ 㔾	石	已
硌	石 ＋ 各	石	又
硍	石 ＋ 艮	石	艮
硎	石 ＋ 一 ＋ 廾 ＋ 刂	石	刀
硐	石 ＋ 冂 ＋ 一 ＋ 口	石	口
硒	石 ＋ 西	石	西
硔	石 ＋ 龷 ＋ 八	石	八
硕	石 ＋ 页	石	见
硖	石 ＋ 一 ＋ 丷 ＋ 大	石	大
硗	石 ＋ 尧	石	尧
硙	石 ＋ 山 ＋ 己	石	已
硚	石 ＋ 乔	石	竖
硝	石 ＋ 尚字头 ＋ 青字底	石	月
硪	石 ＋ 撇 ＋ 横 ＋ 折 ＋ 横 ＋ 戈	石	戈
硫	石 ＋ 亠 ＋ 厶 ＋ 荒字底	石	竖
硬	石 ＋ 一 ＋ 日 ＋ 㐅	石	交
硭	石 ＋ 艹 ＋ 亠 ＋ 折	石	折
确	石 ＋ 角	石	角
硼	石 ＋ 月 ＋ 月	石	月
硿	石 ＋ 宀 ＋ 八 ＋ 工	石	工
碃	石 ＋ 龶 ＋ 青字底	石	月
碇	石 ＋ 宀 ＋ 定字底	石	定字底
碈	石 ＋ 氏 ＋ 日	石	日
碉	石 ＋ 周字框 ＋ 土 ＋ 口	石	口
碌	石 ＋ 录字头 ＋ 氺	石	氵
碍	石 ＋ 日 ＋ 一 ＋ 寸	石	寸
碎	石 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	石	十
碏	石 ＋ 龷 ＋ 日	石	日
碑	石 ＋ 白 ＋ 丿 ＋ 十	石	十
碓	石 ＋ 隹	石	隹
碗	石 ＋ 宀 ＋ 夕 ＋ 㔾	石	已
碘	石 ＋ 见二 ＋ 龷 ＋ 八	石	八
碚	石 ＋ 立 ＋ 口	石	口
碛	石 ＋ 龶 ＋ 贝	石	见
碜	石 ＋ 厶 ＋ 大 ＋ 彡	石	彡
碟	石 ＋ 廿 ＋ 折 ＋ 木	石	木
碡	石 ＋ 龶 ＋ 母	石	母
碣	石 ＋ 日 ＋ 匃	石	匚
碥	石 ＋ 户 ＋ 冂 ＋ 艹	石	艹
碧	王 ＋ 白 ＋ 石	王	石
碨	石 ＋ 田 ＋ 畏字底带横	石	定字底
碰	石 ＋ 丷 ＋ 亚	石	业
碱	石 ＋ 戊 ＋ 一 ＋ 口	石	口
碲	石 ＋ 帝字头 ＋ 巾	石	巾
碳	石 ＋ 山 ＋ 左字框 ＋ 火	石	火
碴	石 ＋ 木 ＋ 日 ＋ 一	石	横
碶	石 ＋ 丰 ＋ 刀 ＋ 大	石	大
碹	石 ＋ 宀 ＋ 一 ＋ 日 ＋ 一	石	横
碾	石 ＋ 尸 ＋ 艹 ＋ 畏字底带横	石	定字底
磁	石 ＋ 丷 ＋ 一 ＋ 幺 ＋ 幺	石	纟
