字音频序	字	读音	最短码	最短码候选位	全码	全码候选位	补三简
2317	嘱	zhu	vut	1	vutx	1	
2318	耽	dan	djqy	1	djqy	1	
2319	弊	bi	bir	1	bira	1	
2320	柏	bo	bov	1	bovq	2	
2321	蒸	zheng	vga	1	vgab	1	
2322	券	quan	qrbx	1	qrbx	1	
2323	螺	luo	lox	1	loxc	1	
2324	珀	po	por	1	porq	1	
2325	匠	jiang	jls	1	jlsg	1	
2326	赴	fu	fupn	1	fupn	1	
2327	柄	bing	bkv	1	bkvp	1	
2328	稽	ji	jijg	1	jijg	1	
2329	删	shan	ujsx	1	ujsx	1	
2330	哨	shao	uct	1	uctq	1	
2331	檬	meng	mgv	1	mgvb	1	
2332	凝	ning	nkz	1	nkzp	1	
2333	遣	qian	qmxq	1	qmxq	1	
2334	棚	peng	pgv	1	pgvq	1	
2335	炫	xuan	xrb	1	xrbc	1	
2336	宪	xian	xmi	1	xmiy	1	
2337	届	jie	jpf	1	jpft	1	
2338	睹	du	dug	1	dugg	1	
2339	扳	ban	bjkp	1	bjkp	1	
2340	绘	hui	hvc	1	hvcj	1	
2341	蚁	yi	yixr	1	yixr	1	
2342	碧	bi	birc	1	birc	1	
2343	盔	kui	kva	1	kvab	1	
2344	涨	zhang	vhz	1	vhzf	1	
2345	薄	bao	bca	1	bcaq	2	
2346	顽	wan	wjn	1	wjnq	2	
2347	侍	shi	uioq	1	uioq	1	
2348	厢	xiang	xlu	1	xlug	1	
2349	匆	cong	csc	1	cscz	1	
2350	殖	zhi	vir	1	vire	1	
2351	卦	gua	gxe	1	gxen	1	
2352	捏	nie	np	1	npke	1	npk
2353	苗	miao	mna	1	mnat	1	
2354	隧	sui	svyq	1	svyq	1	
2355	颁	ban	bjrq	1	bjrq	1	
2356	坡	po	poe	1	poeb	1	
2357	憎	zeng	zgw	1	zgwg	1	
2358	拷	kao	kck	1	kcky	1	
2359	锤	chui	ivh	1	ivhn	1	
2360	戚	qi	qih	1	qihy	1	
2361	橙	cheng	igv	1	igvn	1	
2362	慷	kang	khw	1	khwf	1	
2363	芯	xin	xbaw	1	xbaw	1	
2364	膛	tang	thq	1	thqe	1	
2365	豹	bao	bcbz	1	bcbz	1	
2366	冈	gang	ghs	1	ghsr	1	
2367	枝	zhi	vivp	1	vivp	1	
2368	丫	ya	yarl	1	yarl	1	
2369	蝶	die	dpx	1	dpxv	1	
2370	氏	shi	uiq	1	uiqq	1	
2371	茄	qie	qpa	1	qpat	1	
2372	酗	xu	xul	1	xuls	1	
2373	叮	ding	dkt	1	dktq	2	
2374	噪	zao	zct	1	zctv	1	
2375	锻	duan	drh	1	drhb	1	
2376	募	mu	muey	1	muey	1	
2377	戳	chuo	io	1	ioph	1	
2378	寡	gua	gxi	1	gxix	1	
2379	狙	ju	jub	1	jube	1	
2380	辉	hui	hvy	1	hvym	1	
2381	锯	ju	juh	1	juhk	1	
2382	贯	guan	grt	1	grtq	1	
2383	癫	dian	dmuq	1	dmuq	1	
2384	驴	lv	lvd	1	lvdf	1	
2385	卵	luan	lrk	1	lrkk	1	
2386	狡	jiao	jnb	1	jnbr	1	
2387	叹	tan	tjt	1	tjtp	1	
2388	卸	xie	xpd	1	xpdy	1	
2389	唬	hu	huts	1	huts	1	
2390	暑	shu	uug	1	uugg	2	
2391	癖	pi	pius	1	pius	1	
2392	凤	feng	fgsp	1	fgsp	1	
2393	铲	chan	ijh	1	ijha	2	
2394	夕	xi	xirr	1	xirr	1	
2395	梭	suo	sov	1	sovp	1	
2396	剖	pou	pz	1	pzqx	1	pzq
2397	寞	mo	moi	1	moie	1	
2398	掏	tao	tck	1	tckd	1	
2399	茫	mang	mhaa	1	mhaa	1	
2400	趾	zhi	vipp	2	vipp	2	
2401	陋	lou	lzy	1	lzyy	1	
2402	冥	ming	mki	1	mkir	1	
2403	嗑	ke	ketb	1	ketb	1	
2404	纷	fen	ffc	1	ffcx	1	
2405	芒	mang	mhaa	2	mhaa	2	
2406	蔽	bi	biap	1	biap	1	
2407	俘	fu	fuoy	1	fuoy	1	
2408	轿	jiao	jnml	1	jnml	1	
2409	煤	mei	mwb	1	mwbv	1	
2410	砖	zhuan	vrc	1	vrcz	1	
2411	浩	hao	hcz	1	hczt	1	
2412	颤	chan	ija	1	ijaq	2	
2413	熙	xi	xif	1	xifb	1	
2414	驳	bo	bod	1	bodr	1	
2415	宵	xiao	xni	1	xniq	1	
2416	臣	chen	iff	1	ifff	1	
2417	迁	qian	qmaq	1	qmaq	1	
2418	聘	pin	pbq	1	pbqy	1	
2419	袍	pao	pcs	1	pcsq	1	
2420	撼	han	hjk	1	hjkw	1	
2421	笛	di	dilt	1	dilt	1	
2422	蝙	bian	bmx	1	bmxa	1	
2423	姜	jiang	jlb	1	jlbp	1	
2424	炬	ju	jubs	1	jubs	1	
2425	蝠	fu	fuxt	1	fuxt	1	
2426	翔	xiang	xlb	1	xlbp	1	
2427	旺	wang	whg	1	whgr	1	
2428	昆	kun	kyg	1	kygb	1	
2429	蝴	hu	hux	1	huxq	1	
2430	裔	yi	yimt	1	yimt	1	
2431	秃	tu	tuj	1	tujs	1	
2432	称	chen	ifj	1	ifjy	1	
2433	蛙	wa	wax	1	waxe	1	
2434	驻	zhu	vud	1	vude	1	
2435	粪	fen	ffsr	1	ffsr	1	
2436	皂	zao	zcq	1	zcqb	1	
2437	眨	zha	vag	1	vagh	1	
2438	龟	gui	gvd	1	gvdd	2	
2439	乞	qi	qio	1	qioy	1	
2440	呦	you	yzty	2	yzty	2	
2441	愁	chou	izj	1	izjw	1	
2442	梳	shu	uuvl	1	uuvl	1	
2443	沼	zhao	vczt	1	vczt	1	
2444	聋	long	lss	1	lssq	1	
2445	畜	chu	iua	1	iuat	1	
2446	绵	mian	mmc	1	mmcn	1	
2447	洪	hong	hsz	1	hszr	1	
2448	赂	lu	luq	1	luqp	1	
2449	辐	fu	fumt	1	fumt	1	
2450	郊	jiao	jnay	1	jnay	1	
2451	鸦	ya	yalx	1	yalx	1	
2452	哄	hong	hst	1	hstr	1	
2453	皱	zhou	vzx	1	vzxb	1	
2454	谐	xie	xpr	1	xprq	2	
2455	蹦	beng	bgp	1	bgpq	1	
2456	拽	zhuai	vk	1	vkka	1	vkk
2457	兹	zi	zir	1	zirc	1	
2458	窒	zhi	vii	1	viiw	1	
2459	碳	tan	tjc	1	tjcb	1	
2460	赦	she	uee	1	ueep	1	
2461	傅	fu	fuoq	1	fuoq	1	
2462	锐	rui	rvh	1	rvhy	1	
2463	剃	ti	tim	1	timx	2	
2464	帆	fan	fjn	1	fjns	1	
2465	斥	chi	iig	1	iigg	1	
2466	橘	ju	juv	1	juvt	2	
2467	丘	qiu	qql	1	qqll	1	
2468	峡	xia	xxf	1	xxfy	1	
2469	悼	dao	dcw	1	dcwa	1	
2470	捞	lao	lck	1	lcky	1	
2471	驼	tuo	tod	1	todb	2	
2472	庇	bi	biu	1	biub	1	
2473	巢	chao	icl	1	iclt	1	
2474	跤	jiao	jnp	1	jnpr	2	
2475	叨	dao	dct	1	dctx	1	
2476	逍	xiao	xnyq	1	xnyq	1	
2477	悍	han	hjwa	1	hjwa	1	
2478	抄	chao	ick	1	icka	1	
2479	禽	qin	qbp	1	qbpx	1	
2480	履	lv	lvf	1	lvfp	2	
2481	刹	sha	uar	1	uarx	1	
2482	羽	yu	yupp	1	yupp	1	
2483	醋	cu	cul	1	culg	1	
2484	纤	xian	xmca	1	xmca	1	
2485	仑	lun	lyp	1	lypb	1	
2486	淑	shu	uuz	1	uuzp	2	
2487	肋	lei	lwq	1	lwqy	1	
2488	蕉	jiao	jnab	1	jnab	1	
2489	阔	kuo	kos	1	kost	1	
2490	凳	deng	dgrs	1	dgrs	1	
2491	棘	ji	jijj	1	jijj	1	
2492	浸	jin	jbzp	1	jbzp	1	
2493	焕	huan	hrb	1	hrby	1	
2494	砰	peng	pgca	1	pgca	1	
2495	卓	zhuo	von	1	vona	1	
2496	藏	zang	zhaf	1	zhaf	1	
2497	衔	xian	xmoh	1	xmoh	1	
2498	孟	meng	mgy	1	mgyb	1	
2499	熄	xi	xib	1	xibw	1	
2500	刘	liu	lqax	1	lqax	1	
2501	斜	xie	xppa	1	xppa	1	
2502	谦	qian	qmr	1	qmrg	1	
2503	什	shi	uioa	1	uioa	1	
2504	厦	sha	uau	1	uaup	1	
2505	吓	he	hetn	1	hetn	1	
2506	悟	wu	wuwt	1	wuwt	1	
2507	杖	zhang	vhv	1	vhvr	1	
2508	绒	rong	rsc	1	rsca	1	
2509	浦	pu	puz	1	puzv	1	
2510	醇	chun	iyl	1	iyly	1	
2511	寺	si	sie	1	sieq	1	
2512	屉	ti	tif	1	tify	1	
2513	茱	zhu	vuam	1	vuam	1	
2514	霜	shuang	ulw	1	ulwg	1	
2515	县	xian	xme	1	xmej	1	
2516	恳	ken	kff	1	kffw	1	
2517	泛	fan	fjz	1	fjzh	1	
2518	逸	yi	yid	1	yidq	1	
2519	咕	gu	gut	1	gutk	1	
2520	殴	ou	ousb	1	ousb	1	
2521	猾	hua	hxb	1	hxbd	1	
2522	葱	cong	csa	1	csaw	1	
2523	钝	dun	dyh	1	dyhy	1	
2524	铜	tong	tsh	1	tsht	1	
2525	韵	yun	yyl	1	yylz	2	
2526	饵	er	erg	1	ergq	1	
2527	锦	jin	jbhn	1	jbhn	1	
2528	奢	she	uey	1	ueyg	1	
2529	挫	cuo	coke	1	coke	1	
2530	撇	pie	pp	1	ppkp	1	ppk
2531	逢	feng	fgp	1	fgpq	1	
2532	蝇	ying	ykx	1	ykxt	1	
2533	茄	jia	jxa	1	jxat	1	
2534	剥	bo	bog	1	bogx	1	
2535	掐	qia	qxk	1	qxkq	1	
2536	贸	mao	mcr	1	mcrq	1	
2537	兑	dui	dvr	1	dvry	1	
2538	绷	beng	bgc	1	bgcq	1	
2539	蟹	xie	xpx	1	xpxx	1	
2540	帘	lian	lmi	1	lmin	1	
2541	搁	ge	gek	1	gekp	1	
2542	涌	yong	yszq	1	yszq	1	
2543	窥	kui	kvi	1	kviq	1	
2544	挚	zhi	vikk	1	vikk	1	
2545	祟	sui	svs	1	svsv	1	
2546	鳄	e	eed	1	eedy	1	
2547	坛	tan	tjej	1	tjej	1	
2548	窍	qiao	qni	1	qniy	1	
2549	腥	xing	xkq	1	xkqt	1	
2550	卜	bo	bon	1	bonn	1	
2551	巷	xiang	xlaq	1	xlaq	1	
2552	梁	liang	llzv	1	llzv	1	
2553	竹	zhu	vull	1	vull	1	
2554	斤	jin	jbgg	1	jbgg	1	
2555	坪	ping	pke	1	pkea	1	
2556	祥	xiang	xls	1	xlsx	1	
2557	翠	cui	cvp	1	cvpa	1	
2558	叙	xu	xup	1	xupp	1	
2559	庸	yong	ysu	1	ysur	1	
2560	溺	ni	nizz	1	nizz	1	
2561	绞	jiao	jnc	1	jncr	1	
2562	昧	mei	mwg	1	mwgm	1	
2563	鲸	jing	jkd	1	jkdy	1	
2564	拇	mu	muk	1	mukt	1	
2565	旨	zhi	vibg	1	vibg	1	
2566	蔬	shu	uual	1	uual	1	
2567	绊	ban	bjc	1	bjcr	1	
2568	浇	jiao	jnz	1	jnzy	1	
2569	籍	ji	jil	1	jilg	1	
2570	潘	pan	pjz	1	pjzt	1	
2571	逞	cheng	igtq	1	igtq	1	
2572	弦	xian	xmyc	1	xmyc	1	
2573	疹	zhen	vfu	1	vfua	1	
2574	框	kuang	klv	1	klvr	1	
2575	晰	xi	xig	1	xigg	1	
2576	秩	zhi	vij	1	vijz	1	
2577	咐	fu	fut	1	futf	1	
2578	鱿	you	yzd	1	yzds	1	
2579	叠	die	dppe	1	dppe	1	
2580	弓	gong	gsy	1	gsyy	1	
2581	碑	bei	bwc	1	bwca	1	
2582	嫩	nen	nf	1	nfpp	1	nfp
2583	酿	niang	nll	1	nllf	1	
2584	哩	li	lit	1	litt	3	
2585	蓬	peng	pga	1	pgaq	1	
2586	唠	lao	lct	1	lcty	1	
2587	崽	zai	zdf	1	zdfw	1	
2588	勺	shao	ucs	1	ucsz	1	
2589	亦	yi	yitt	1	yitt	1	
2590	墅	shu	uut	1	uute	1	
2591	伐	fa	fao	1	faoh	1	
2592	悯	min	mbw	1	mbwr	1	
2593	惕	ti	tiw	1	tiwc	1	
2594	婪	lan	ljvp	1	ljvp	1	
2595	榈	lv	lvv	1	lvvt	2	
2596	稚	zhi	vijw	1	vijw	1	
2597	壶	hu	hue	1	huel	1	
2598	樱	ying	ykv	1	ykvp	1	
2599	豚	tun	tyq	1	tyqb	1	
2600	嗅	xiu	xqt	1	xqty	1	
2601	戮	lu	lup	1	luph	1	
2602	雀	que	qty	1	qtyw	1	
2603	呗	bei	bwt	1	bwtq	1	
2604	渔	yu	yuzd	1	yuzd	1	
2605	瓷	ci	ciz	1	cizz	1	
2606	佛	fu	fuog	1	fuog	1	
2607	屑	xie	xpf	1	xpfq	1	
2608	捆	kun	kyk	1	kykv	1	
2609	踝	huai	hkp	1	hkpt	1	
2610	驰	chi	iid	1	iidm	1	
2611	斧	fu	furg	1	furg	1	
2612	塞	se	sei	1	seie	1	
2613	槽	cao	ccv	1	ccvg	1	
2614	亵	xie	xpm	1	xpmy	1	
2615	嬉	xi	xipt	1	xipt	1	
2616	哑	ya	yatl	1	yatl	1	
2617	躯	qu	qum	1	qumr	1	
2618	传	zhuan	vro	1	vroz	1	
2619	烘	hong	hsb	1	hsbr	1	
2620	栽	zai	zdav	1	zdav	1	
2621	驯	xun	xyd	1	xydl	1	
2622	冤	yuan	yrid	1	yrid	1	
2623	铭	ming	mkh	1	mkht	1	
2624	弘	hong	hsy	1	hsyj	1	
2625	虹	hong	hsx	1	hsxp	1	
2626	绎	yi	yic	1	yicr	1	
2627	舟	zhou	vzm	1	vzmm	2	
2628	婶	shen	ufp	1	ufpt	1	
2629	肆	si	sing	1	sing	1	
2630	粮	liang	lls	1	llsf	1	
2631	溅	jian	jmzh	1	jmzh	1	
2632	簿	bu	bul	1	bulq	1	
2633	胀	zhang	vhqf	1	vhqf	1	
2634	锡	xi	xih	1	xihc	1	
2635	吩	fen	fft	1	fftx	1	
2636	杨	yang	yhv	1	yhvc	1	
2637	溪	xi	xizy	1	xizy	1	
2638	髓	sui	svd	1	svdq	1	
2639	剔	ti	tig	1	tigx	1	
2640	竖	shu	uul	1	uulq	1	
2641	绰	chuo	ioc	1	ioca	1	
2642	茎	jing	jkap	2	jkap	2	
2643	轴	zhou	vzmt	1	vzmt	1	
2644	鞭	bian	bmn	1	bmnr	1	
2645	凰	huang	hls	1	hlsr	1	
2646	枯	ku	kuv	1	kuvk	1	
2647	椎	zhui	vvv	1	vvvw	1	
2648	勉	mian	mmdy	1	mmdy	1	
2649	嗜	shi	uitg	1	uitg	1	
2650	宋	song	ssi	1	ssiv	1	
2651	挠	nao	nck	1	ncky	1	
2652	燕	yan	yjn	1	yjnb	2	
2653	缚	fu	fuc	1	fucq	1	
2654	嗷	ao	aot	1	aotp	1	
2655	崖	ya	yaf	1	yafe	1	
2656	瘫	tan	tju	1	tjuw	1	
2657	飙	biao	bny	1	bnyr	1	
2658	俯	fu	fuof	1	fuof	1	
2659	沫	mo	mozm	1	mozm	1	
2660	蒜	suan	sra	1	srav	1	
2661	亭	ting	tka	1	tkaq	3	
2662	焚	fen	ffv	1	ffvb	1	
2663	烹	peng	pgab	1	pgab	1	
2664	磕	ke	kec	1	kecb	1	
2665	骸	hai	hdd	1	hddf	2	
2666	庙	miao	mnu	1	mnut	1	
2667	哮	xiao	xnt	1	xnty	2	
2668	颇	po	pob	1	pobq	1	
2669	抹	mo	mokm	1	mokm	1	
2670	曝	bao	bcgf	1	bcgf	1	
2671	羡	xian	xmb	1	xmbp	1	
2672	赃	zang	zhq	1	zhqe	2	
2673	髦	mao	mcnb	1	mcnb	1	
2674	渎	du	duzy	1	duzy	1	
2675	腻	ni	niq	1	niqq	1	
2676	寇	kou	kzi	1	kzip	1	
2677	渗	shen	ufza	1	ufza	1	
2678	肪	fang	fhq	1	fhqx	1	
2679	喋	die	dpt	1	dptv	1	
2680	栗	li	lil	1	lilv	2	
2681	椰	ye	yev	1	yevy	1	
2682	蹭	ceng	cgp	1	cgpg	1	
2683	僚	liao	lno	1	lnoy	1	
2684	勿	wu	wuc	1	wucc	1	
2685	抉	jue	jtky	1	jtky	1	
2686	撬	qiao	qnk	1	qnkb	1	
2687	攀	pan	pjv	1	pjvk	1	
2688	芳	fang	fha	1	fhax	1	
2689	歹	dai	ddr	1	ddrr	1	
2690	蚂	ma	max	1	maxd	1	
2691	叭	ba	bat	1	batr	1	
2692	憋	bie	bpr	1	bprw	1	
2693	燥	zao	zcb	1	zcbv	1	
2694	颅	lu	lunq	1	lunq	1	
2695	喇	la	latx	1	latx	1	
2696	埋	man	mje	1	mjet	1	
2697	溢	yi	yizb	1	yizb	1	
2698	缴	jiao	jncp	1	jncp	1	
2699	吟	yin	ybt	1	ybtm	1	
2700	溶	rong	rsz	1	rszt	1	
2701	娇	jiao	jnpl	1	jnpl	1	
2702	螂	lang	lhx	1	lhxy	1	
2703	邓	deng	dgp	1	dgpy	1	
2704	莽	mang	mhaa	3	mhaa	3	
2705	嘎	ga	gat	1	gath	1	
2706	孽	nie	npa	1	npay	1	
2707	曹	cao	ccn	1	ccng	1	
2708	滤	lv	lvz	1	lvzw	1	
2709	吴	wu	wuty	1	wuty	1	
2710	岔	cha	iar	1	iarf	1	
2711	崭	zhan	vjfg	1	vjfg	1	
2712	柳	liu	lqv	1	lqvk	1	
2713	榴	liu	lqvt	1	lqvt	1	
2714	睾	gao	gcax	1	gcax	1	
2715	缆	lan	ljc	1	ljcq	2	
2716	蚀	shi	uigx	1	uigx	1	
2717	践	jian	jmph	1	jmph	1	
2718	诀	jue	jtr	1	jtry	2	
2719	昔	xi	xiag	1	xiag	1	
2720	馨	xin	xbe	1	xbeg	1	
2721	掺	chan	ijk	1	ijka	1	
2722	苔	tai	tda	1	tdat	1	
2723	梨	li	lipv	1	lipv	1	
2724	苛	ke	kea	1	keaq	1	
2725	陨	yun	yyy	1	yyyq	1	
2726	凿	zao	zcl	1	zcls	1	
2727	捧	peng	pgk	1	pgkr	1	
2728	掷	zhi	viky	2	viky	2	
2729	虔	qian	qmn	1	qmnr	1	
2730	郑	zheng	vgry	1	vgry	1	
2731	飓	ju	jusr	1	jusr	1	
2732	馈	kui	kvg	1	kvgq	1	
2733	儒	ru	ruo	1	ruow	1	
2734	削	xue	xty	1	xtyx	1	
2735	栓	shuan	ur	1	urvr	1	urv
2736	刃	ren	rfxx	1	rfxx	1	
2737	咸	xian	xmh	1	xmht	1	
2738	帖	tie	tpn	1	tpnt	1	
2739	铅	qian	qmht	1	qmht	1	
2740	熔	rong	rsb	1	rsbt	1	
2741	瑜	yu	yurx	1	yurx	1	
2742	瘟	wen	wfu	1	wfub	1	
2743	崎	qi	qifq	1	qifq	1	
2744	菇	gu	gua	1	guak	1	
2745	晴	qing	qkg	1	qkgq	1	
2746	於	yu	yux	1	yuxz	1	
2747	硕	shuo	uoc	1	uocq	1	
2748	侏	zhu	vuo	1	vuom	1	
2749	茉	mo	moa	1	moam	1	
2750	译	yi	yirr	1	yirr	1	
2751	谴	qian	qmrq	1	qmrq	1	
2752	辖	xia	xxm	1	xxmt	1	
2753	省	xing	xkyg	1	xkyg	1	
2754	汪	wang	whz	1	whzr	1	
2755	唾	tuo	tot	1	totn	1	
2756	耿	geng	ggq	1	ggqb	1	
2757	陀	tuo	toy	1	toyb	1	
2758	颂	song	ssrq	1	ssrq	1	
2759	狩	shou	uzb	1	uzbq	1	
2760	祭	ji	jirv	1	jirv	1	
2761	吾	wu	wust	1	wust	1	
2762	嘟	du	dut	1	duty	1	
2763	痪	huan	hru	1	hruy	1	
2764	靶	ba	ban	1	banq	1	
2765	敷	fu	fuv	1	fuvp	1	
2766	渺	miao	mnz	1	mnza	1	
2767	骆	luo	lod	1	lodp	1	
2768	斐	fei	fwn	1	fwnr	1	
2769	碌	lu	luc	1	lucf	2	
2770	僻	pi	pio	1	pios	1	
2771	恺	kai	kdwq	1	kdwq	1	
2772	朝	zhao	vca	1	vcaq	1	
2773	榨	zha	vav	1	vavf	2	
2774	聆	ling	lkq	1	lkqm	1	
2775	伎	ji	jio	1	jiop	1	
2776	嗒	da	dat	1	datt	1	
2777	嗡	weng	wgt	1	wgtp	1	
2778	琐	suo	sor	1	sorq	1	
2779	蘑	mo	moac	1	moac	1	
2780	痫	xian	xmu	1	xmuv	1	
2781	宏	hong	hsi	1	hsij	1	
2782	拌	ban	bjkr	1	bjkr	1	
2783	涅	nie	npz	1	npze	1	
2784	炭	tan	tjf	1	tjfb	1	
2785	裕	yu	yus	1	yust	1	
2786	褐	he	hes	1	hess	1	
2787	狭	xia	xxb	1	xxby	1	
2788	瞪	deng	dgg	1	dggn	1	
2789	芽	ya	yaa	1	yaal	1	
2790	涕	ti	tiz	1	tizm	1	
2791	醺	xun	xylq	1	xylq	1	
2792	拙	zhuo	vokf	1	vokf	1	
2793	桂	gui	gvve	1	gvve	1	
2794	炖	dun	dyb	1	dyby	1	
2795	钳	qian	qmhn	1	qmhn	1	
2796	氯	lv	lvb	1	lvbf	1	
2797	沦	lun	lyz	1	lyzb	1	
2798	躬	gong	gsm	1	gsmy	1	
2799	饪	ren	rfg	1	rfge	1	
2800	扉	fei	fwf	1	fwfn	1	
2801	瘸	que	qtu	1	qtup	1	
2802	蟑	zhang	vhx	1	vhxa	1	
2803	酥	su	sul	1	sulj	1	
2804	锈	xiu	xqh	1	xqhk	1	
2805	咳	ke	ketf	1	ketf	1	
2806	掀	xian	xmk	1	xmkp	1	
2807	窟	ku	kui	1	kuif	1	
2808	羔	gao	gcb	1	gcbb	1	
2809	菊	ju	jua	1	juas	2	
2810	朽	xiu	xqv	1	xqvy	1	
2811	渠	qu	quz	1	quzv	1	
2812	澄	deng	dgz	1	dgzn	1	
2813	灿	can	cjb	1	cjbf	1	
2814	缅	mian	mmcw	1	mmcw	1	
2815	谭	tan	tjr	1	tjra	1	
2816	拧	ning	nkk	1	nkkq	1	
2817	妍	yan	yjp	1	yjpa	2	
2818	琢	zhuo	vor	1	vorb	2	
2819	辙	zhe	vem	1	vemp	1	
2820	惫	bei	bwpw	1	bwpw	1	
2821	帜	zhi	vin	1	vinr	1	
2822	昌	chang	ihg	1	ihgg	1	
2823	雌	ci	cipw	1	cipw	1	
2824	拣	jian	jmkm	1	jmkm	1	
2825	橇	qiao	qnvb	1	qnvb	1	
2826	氢	qing	qkb	1	qkbp	1	
2827	茸	rong	rsaq	1	rsaq	1	
2828	爪	zhua	vxm	1	vxmm	1	
2829	坤	kun	kye	1	kyet	1	
2830	乙	yi	yiy	1	yiyy	1	
2831	劈	pi	pifx	1	pifx	1	
2832	斩	zhan	vjm	1	vjmg	1	
2833	亥	hai	hdf	1	hdff	1	
2834	吨	dun	dyt	1	dyty	1	
2835	妃	fei	fwp	1	fwpq	1	
2836	杏	xing	xkv	1	xkvt	1	
2837	坊	fang	fhe	1	fhex	1	
2838	虏	lu	luny	1	luny	1	
2839	厘	li	liut	1	liut	1	
2840	叽	ji	jits	1	jits	1	
2841	葵	kui	kvay	1	kvay	1	
2842	跷	qiao	qnpy	1	qnpy	1	
2843	冕	mian	mms	1	mmsd	1	
2844	掠	lve	ltk	1	ltky	1	
2845	岳	yue	ytl	1	ytlf	1	
2846	稻	dao	dcj	1	dcjq	1	
2847	蜥	xi	xix	1	xixg	1	
2848	函	han	hjy	1	hjys	1	
2849	滞	zhi	vizn	1	vizn	1	
2850	滨	bin	bbz	1	bbzr	1	
2851	盎	ang	ahs	1	ahsb	1	
2852	螃	pang	phx	1	phxx	1	
2853	茅	mao	mca	1	mcav	1	
2854	蹄	ti	tipn	1	tipn	1	
2855	姥	lao	lcp	1	lcpb	1	
2856	渊	yuan	yrzl	1	yrzl	1	
2857	蔑	mie	mpa	1	mpaz	1	
2858	媚	mei	mwpg	1	mwpg	1	
2859	懈	xie	xpw	1	xpwd	1	
2860	氪	ke	keb	1	keby	1	
2861	秽	hui	hvj	1	hvjr	1	
2862	菠	bo	boab	1	boab	1	
2863	镯	zhuo	voh	1	vohx	1	
2864	讪	shan	ujrf	1	ujrf	1	
2865	侯	hou	hzoz	1	hzoz	1	
2866	唧	ji	jity	1	jity	1	
2867	沸	fei	fwz	1	fwzg	1	
2868	淤	yu	yuzz	1	yuzz	1	
2869	盈	ying	ykk	1	ykkb	1	
2870	趋	qu	qupg	1	qupg	1	
2871	辫	bian	bmsc	1	bmsc	1	
2872	黏	nian	nmj	1	nmjt	1	
2873	丙	bing	bkn	1	bknp	1	
2874	乓	pang	phl	1	phlz	1	
2875	呛	qiang	qlt	1	qltq	1	
2876	孝	xiao	xns	1	xnsy	1	
2877	悚	song	ssw	1	sswj	2	
2878	柬	jian	jmj	1	jmjj	1	
2879	贬	bian	bmq	1	bmqh	1	
2880	骷	ku	kud	1	kudk	1	
2881	髅	lou	lzd	1	lzdp	1	
2882	嗽	sou	szt	1	sztp	2	
2883	痊	quan	qru	1	qrur	1	
2884	鞠	ju	jun	1	juns	1	
2885	壤	rang	rhe	1	rhem	1	
2886	杠	gang	ghv	1	ghvp	1	
2887	渍	zi	zizq	1	zizq	1	
2888	酋	qiu	qqr	1	qqrl	1	
2889	塘	tang	the	1	thet	2	
2890	煞	sha	uax	1	uaxb	1	
2891	窜	cuan	cr	1	cril	1	cri
2892	钦	qin	qbh	1	qbhp	2	
2893	颊	jia	jxnq	1	jxnq	1	
2894	栅	zha	vavn	1	vavn	1	
2895	蚊	wen	wfx	1	wfxr	1	
2896	郝	hao	hce	1	hcey	1	
2897	咻	xiu	xqtv	1	xqtv	1	
2898	寐	mei	mwi	1	mwim	1	
2899	骤	zhou	vzd	1	vzdz	1	
2900	煽	shan	ujb	1	ujbp	1	
2901	玄	xuan	xra	1	xrac	1	
2902	瘀	yu	yuu	1	yuuz	1	
2903	礁	jiao	jncb	1	jncb	1	
2904	哒	da	datq	1	datq	1	
2905	拓	tuo	tokc	1	tokc	1	
2906	遂	sui	svr	1	svrq	2	
2907	闸	zha	vas	1	vast	1	
2908	俏	qiao	qno	1	qnoq	1	
2909	啃	ken	kft	1	kftq	1	
2910	洙	zhu	vuzm	1	vuzm	1	
2911	猿	yuan	yrb	1	yrbm	1	
2912	玲	ling	lkr	1	lkrm	1	
2913	颖	ying	ykb	1	ykbq	2	
2914	厮	si	siu	1	siug	1	
2915	拴	shuan	urk	1	urkr	1	
2916	洽	qia	qxz	1	qxzt	1	
2917	瑕	xia	xxr	1	xxrp	1	
2918	芥	jie	jpal	1	jpal	1	
2919	锚	mao	mch	1	mcht	1	
2920	霹	pi	piw	1	piws	1	
2921	咽	yan	yjt	1	yjty	1	
2922	哔	bi	bita	1	bita	1	
2923	坝	ba	bae	1	baeq	1	
2924	揪	jiu	jqk	1	jqkb	1	
2925	肘	zhou	vzq	1	vzqq	1	
2926	血	xie	xpb	1	xpbb	1	
2927	咎	jiu	jqpt	1	jqpt	1	
2928	雳	li	liwy	1	liwy	1	
2929	煌	huang	hlb	1	hlbr	1	
2930	绸	chou	izc	1	izct	1	
2931	蜴	yi	yixc	1	yixc	1	
2932	怯	qie	qpw	1	qpwj	1	
2933	挟	xie	xpky	1	xpky	1	
2934	甥	sheng	ugt	1	ugty	1	
2935	虱	shi	uiy	1	uiyx	1	
2936	衅	xin	xbb	1	xbbr	1	
2937	阀	fa	fas	1	fash	1	
2938	侈	chi	iio	1	iior	1	
2939	壳	qiao	qne	1	qnes	1	
2940	谤	bang	bhr	1	bhrx	1	
2941	迄	qi	qioq	1	qioq	1	
2942	喀	ka	katp	1	katp	1	
2943	噬	shi	uitp	1	uitp	1	
2944	惭	can	cjwg	1	cjwg	1	
