aaaa=2,吖吖
iziy=1,臭椿
iziz=1,瞅瞅
iziz=2,臭臭
izjb=1,抽筋
izjb=2,酬金
izjd=1,传宗接代
izji=1,筹集
izjl=1,抽奖
izjl=2,抽将
izjm=1,筹建
izjm=2,抽检
izjm=3,瞅见
izjn=1,臭脚
izjn=2,丑角
izjp=1,筹借
izju=1,丑拒
izju=2,丑剧
izjx=1,仇家
izjx=2,愁嫁
izjy=2,丑俊
izkc=1,抽考
izkr=1,筹款
izks=1,抽空
izku=1,愁苦
izku=2,丑哭
izlc=1,酬劳
izle=2,抽了
izle=3,臭了
izle=4,瞅了
izli=1,抽离
izlm=1,臭脸
izlm=2,丑脸
izlw=1,丑类
izlz=1,丑陋
izma=1,筹码
izma=2,臭骂
izmf=1,愁闷
izmi=1,稠密
izmk=1,臭名
izmu=1,筹募
izmw=1,臭美
izmw=2,愁眉
izmz=1,筹谋
izmz=2,绸缪
iznj=1,丑男
iznv=1,丑女
iznx=1,出自内心
izpd=1,筹拍
izpd=2,抽牌
izpi=1,臭屁
izqi=1,抽泣
izqi=2,臭气
izqm=1,抽签
izqm=2,臭钱
izqq=1,臭球
izqq=2,抽球
izqu=1,抽取
izqu=2,抽去
izrf=1,仇人
izrf=2,愁人
izrs=1,愁容
izsi=1,愁死
izsi=2,臭死
izsi=3,抽丝
izso=1,抽缩
izsr=1,筹算
izss=1,抽送
izsv=1,抽穗
izsy=1,诚哉斯言
iztc=1,抽逃
iztd=1,丑态
izti=1,抽屉
izti=2,抽提
iztj=1,创造条件
iztn=1,抽条
iztn=2,绸条
iztn=3,抽调
izts=1,抽痛
iztz=1,抽头
izua=1,仇杀
izua=2,瞅啥
izue=1,抽射
izuf=1,抽身
izuf=2,仇深
izuh=2,抽上
izui=1,仇视
izui=2,丑事
izuj=1,绸衫
izuv=1,抽水
izuv=2,臭水
izvc=1,丑照
izve=1,瞅着
izvi=1,抽纸
izvi=2,抽脂
izvs=1,抽中
izvu=1,臭猪
izvx=1,赤子之心
izvy=1,瞅准
izwd=1,仇外
izwf=1,丑闻
izww=1,臭味
izxi=1,抽吸
izxi=2,仇隙
izxk=1,丑行
izxk=2,丑星
izxl=1,抽象
izxl=2,丑相
izxm=1,抽闲
izxp=1,酬谢
izxr=1,抽选
izxt=1,抽血
izxu=1,愁绪
izya=1,抽芽
izye=1,抽噎
izye=2,抽叶
izyh=1,抽样
izyh=2,臭氧
izyh=3,姹紫嫣红
izyh=4,丑样
izyi=1,抽绎
izyi=2,仇逸
izyj=1,抽烟
izyj=2,抽验
izyk=1,酬应
izyr=1,仇怨
izyr=2,愁怨
izyr=3,酬愿
izyt=1,抽阅
izyu=1,臭鱼
izyu=2,愁郁
izyy=1,愁云
izyz=1,抽油
izyz=2,稠油
izzi=1,筹资
izzi=2,绸子
izzo=1,臭作
izzo=2,酬酢
izzu=1,筹组
izzu=2,筹足
izzv=1,臭嘴
izzz=1,抽走
jabx=1,桀骜不驯
jakk=1,激昂慷慨
janx=1,桀骜难驯
jaqm=1,举案齐眉
jasw=1,居安思危
jaub=1,节哀顺变
jazd=1,骄傲自大
jazm=1,骄傲自满
jbai=1,紧挨
jban=1,近岸
jbba=2,劲霸
jbbb=1,骄兵必败
jbbc=1,劲爆
jbbd=1,近百
jbbg=1,紧绷
jbbh=1,金镑
jbbh=2,金榜
jbbi=1,紧闭
jbbi=2,金币
jbbi=3,禁闭
jbbi=4,紧逼
jbbk=1,进兵
jbbk=2,金兵
jbbm=1,金边
jbbm=2,近便
jbbn=1,锦标
jbbn=2,金标
jbbo=1,禁播
jbbo=2,金箔
jbbu=1,进步
jbbu=2,进补
jbbv=2,基本保证
jbbw=1,金杯
jbbw=2,津巴布韦
jbbx=1,决不罢休
jbcc=1,劲草
jbch=1,进仓
jbci=1,仅此
jbci=2,谨此
jbcj=1,进餐
jbcj=2,金蚕
jbcu=1,紧促
jbcu=2,紧蹙
jbcv=1,尽瘁
jbcy=1,仅存
jbcy=3,进村
jbcz=1,紧凑
jbdc=1,进到
jbdc=2,尽到
jbdc=3,劲道
jbdc=4,近道
jbdd=1,近代
jbdd=2,晋代
jbdd=3,脚不点地
jbde=1,进得
jbdg=1,见不得光
jbdi=1,禁地
jbdi=2,金地
jbdi=3,劲敌
jbdj=1,金丹
jbdj=2,金蛋
jbdk=1,紧盯
jbdk=2,金顶
jbdl=1,记不得了
jbdm=1,进店
jbdm=2,近点
jbdm=3,金店
jbdq=1,局部地区
jbdr=1,锦缎
jbdr=2,见不得人
jbds=1,进洞
jbds=2,靳东
jbds=3,今冬
jbds=4,近东
jbdu=1,进度
jbdu=2,禁毒
jbdy=2,金盾
jbdz=1,筋斗
jbdz=2,金豆
jbee=1,金额
jber=1,进而
jber=2,今儿
jber=3,劲儿
jbex=1,结伴而行
jbfa=1,金发
jbfa=2,进发
jbff=1,金粉
jbff=2,旧病复发
jbfg=1,金凤
jbfg=2,进奉
jbfg=3,劲风
jbfh=1,谨防
jbfh=2,进房
jbfj=1,进犯
jbfj=2,今番
jbfo=1,金佛
jbfu=1,紧缚
jbfu=2,劲夫
jbfv=1,基本方针
jbfw=1,金飞
jbfw=3,禁飞
jbgc=1,基本国策
jbgd=1,基本观点
jbge=1,今个
jbge=2,劲歌
jbgf=1,紧跟
jbgh=1,金刚
jbgh=2,进港
jbgl=1,金光
jbgl=2,金广
jbgo=1,巾帼
jbgo=2,进过
jbgr=1,尽管
jbgr=2,金冠
jbgs=1,进攻
jbgs=2,仅供
jbgs=3,进贡
jbgu=1,筋骨
jbgu=2,禁锢
jbgv=1,金贵
jbgv=2,金龟
jbgw=3,进给
jbgx=1,金瓜
jbgx=2,绝不姑息
jbgz=1,仅够
jbgz=2,金钩
jbgz=4,煎饼果子
jbhd=1,近海
jbhh=1,金行
jbhh=2,金碧辉煌
jbhh=3,绝不后悔
jbhk=1,襟怀
jbhl=1,金黄
jbho=1,进货
jbho=2,近火
jbhr=1,尽欢
jbhr=2,金环
jbhs=1,金红
jbhu=1,近乎
jbhu=2,进户
jbhu=3,金湖
jbhx=1,进化
jbhx=2,金花
jbhx=3,金华
jbhy=1,禁婚
jbhy=4,金婚
jbhz=1,今后
jbhz=2,金猴
jbia=2,仅差
jbia=3,金叉
jbic=1,晋朝
jbid=1,金钗
jbif=1,今晨
jbif=2,久别重逢
jbig=1,进程
jbig=2,进城
jbig=4,晋城
jbig=5,锦城
jbig=6,金城
jbih=1,进场
jbih=2,进厂
jbih=3,金昌
jbii=1,矜持
jbii=2,金翅
jbij=1,金蝉
jbij=2,紧缠
jbil=1,金创
jbil=2,金疮
jbiu=1,进出
jbiu=2,近处
jbiu=4,基本常识
jbiv=1,劲吹
jbiy=1,久病成医
jbiy=2,今春
jbjb=1,仅仅
jbjb=2,紧紧
jbjb=3,金金
jbjd=2,加班加点
jbjd=4,急不及待
jbji=1,紧急
jbji=2,禁忌
jbji=3,晋级
jbji=4,谨记
jbji=5,金鸡
jbjk=1,近景
jbjk=2,进京
jbjk=3,进境
jbjl=1,金奖
jbjl=2,晋江
jbjm=1,进件
jbjm=2,觐见
jbjn=1,近郊
jbjn=2,金角
jbjp=1,进阶
jbjp=2,紧接
jbjp=3,晋阶
jbjp=4,金桔
jbjq=1,禁酒
jbjs=1,军备竞赛
jbjt=1,金爵
jbjt=2,晋爵
jbjt=3,禁绝
jbjv=1,精兵简政
jbjx=1,进价
jbjx=2,金价
jbjx=3,金甲
jbjy=1,进军
jbjy=2,禁军
jbka=1,金卡
jbka=3,禁卡
jbkc=1,仅靠
jbkc=2,紧靠
jbkc=3,坚不可摧
jbkd=1,急不可待
jbke=1,尽可
jbke=2,金科
jbkg=1,进坑
jbkg=2,揭不开锅
jbkj=1,近看
jbkk=1,尽快
jbkk=3,金块
jbkl=1,金矿
jbkl=2,近况
jbkn=1,急不可耐
jbkr=1,进款
jbku=1,金库
jbku=2,进库
jbku=3,机不可失
jbkv=1,锦葵
jbkx=1,矜夸
jbkz=1,进口
jbkz=2,紧扣
jbla=2,紧拉
jblb=1,近邻
jblb=2,紧邻
jbld=1,进来
jbld=2,近来
jbli=1,尽力
jbli=2,锦鲤
jbli=3,劲力
jblj=1,金兰
jblj=2,尽揽
jblk=1,禁令
jblk=2,金领
jblk=3,金陵
jbll=1,尽量
jbll=2,斤两
jbll=3,基本理论
jblm=1,金莲
jblm=2,金链
jbln=1,进料
jbln=2,禁疗
jblo=1,金锣
jblo=2,筋络
jblp=1,禁猎
jblq=1,仅留
jblr=1,禁脔
jblr=2,金銮
jbls=1,金龙
jblu=1,近路
jblu=2,禁撸
jblv=1,劲旅
jbly=1,金轮
jbly=2,锦纶
jbmc=1,金毛
jbmd=1,筋脉
jbmf=1,进门
jbmf=2,金门
jbmf=3,津门
jbmg=2,劲猛
jbmh=1,紧忙
jbmi=1,紧密
jbmk=1,今明
jbmo=1,筋膜
jbmo=2,禁摩
jbmp=2,禁灭
jbmu=1,金木
jbmu=2,禁牧
jbmw=2,浸没
jbna=2,劲呐
jbng=1,仅能
jbnh=1,锦囊
jbnj=1,津南
jbnj=3,晋南
jbnl=1,锦娘
jbnl=2,近百年来
jbnm=1,今年
jbnm=2,近年
jbnq=1,金牛
jbnr=1,基本内容
jbnt=2,肩不能挑
jbnv=1,剑拔弩张
jbnv=2,箭拔弩张
jbpb=1,禁品
jbpc=1,浸泡
jbpc=2,锦袍
jbpd=1,金牌
jbpd=2,进拍
jbpf=1,金盆
jbpg=1,金鹏
jbph=1,近旁
jbpi=1,捷报频传
jbpj=1,金盘
jbpk=1,仅凭
jbpk=2,金瓶
jbpm=1,禁片
jbpo=1,紧迫
jbqb=1,近亲
jbqi=1,近期
jbqi=2,锦旗
jbqi=3,记不清楚
jbqj=1,精兵强将
jbqk=1,尽情
jbqk=2,近情
jbql=1,禁枪
jbql=2,金枪
jbql=4,将本求利
jbqm=1,金钱
jbqm=2,近前
jbqn=1,紧俏
jbqn=2,金桥
jbqq=1,进球
jbqq=2,金秋
jbqq=3,今秋
jbqr=1,金泉
jbqt=1,紧缺
jbqt=2,金阙
jbqu=1,进去
jbqu=2,禁区
jbqu=3,进取
jbqu=4,金曲
jbqy=1,进群
jbqy=4,坚壁清野
jbrc=1,即便如此
jbrf=1,健步如飞
jbrf=2,间不容发
jbrf=3,近人
jbrh=1,尽让
jbri=1,今日
jbri=2,近日
jbrj=1,浸染
jbrj=2,尽然
jbrj=3,禁燃
jbrr=1,浸软
jbrr=2,技不如人
jbrs=1,金融
jbrs=2,仅容
jbru=1,进入
jbru=2,浸入
jbrw=2,家败人亡
jbrx=1,今不如昔
jbry=1,浸润
jbrz=1,筋肉
jbsd=1,禁赛
jbse=1,金色
jbse=2,锦瑟
jbsi=1,近似
jbsi=2,金丝
jbsj=1,举不胜举
jbso=1,紧缩
jbso=2,紧锁
jbsr=1,浸酸
jbsr=2,吉卜赛人
jbss=1,劲松
jbss=2,锦松
jbsu=1,浸塑
jbsu=2,尽速
jbsv=1,紧随
jbsy=1,戒备森严
jbta=1,金塔
jbth=1,金汤
jbth=2,金堂
jbti=1,浸提
jbtj=1,禁谈
jbtj=2,基本条件
jbtj=4,金坛
jbtm=1,今天
jbtm=2,金榜题名
jbtn=1,金条
jbtn=2,禁条
jbtp=1,紧贴
jbtp=2,津贴
jbtp=3,金贴
jbtq=1,记不太清
jbts=1,金童
jbts=2,尽同
jbtv=1,进退
jbtv=2,尽褪
jbtz=1,尽头
jbtz=2,劲头
jbtz=4,浸透
jbua=1,金沙
jbuc=1,禁烧
jbuc=2,金哨
jbue=1,金蛇
jbue=2,劲射
jbuf=1,谨慎
jbuf=2,近身
jbuf=3,金身
jbuf=4,紧身
jbug=1,仅剩
jbug=2,晋升
jbug=3,今生
jbuh=1,晋商
jbui=1,近视
jbui=2,进食
jbui=3,浸湿
jbui=4,进士
jbui=5,金石
jbui=6,今世
jbui=7,津市
jbuj=1,金山
jbuj=2,进山
jbuk=2,金帅
jbuu=1,金属
jbuu=2,尽数
jbuu=3,禁书
jbuv=1,进水
jbuv=2,金水
jbuv=3,浸水
jbuy=4,决不食言
jbuz=2,仅售
jbuz=3,禁售
jbvc=1,今朝
jbvc=2,近照
jbvd=1,脚不沾地
jbvf=1,金针
jbvf=2,进针
jbvh=1,紧张
jbvh=2,进账
jbvi=1,禁止
jbvi=2,尽职
jbvi=4,金枝
jbvi=5,金质
jbvi=6,进制
jbvj=1,进展
jbvj=2,近战
jbvj=3,进站
jbvo=1,金镯
jbvr=1,金砖
jbvs=1,尽忠
jbvs=2,晋中
jbvs=3,浸种
jbvu=1,金主
jbvu=2,进驻
jbvv=1,紧追
jbvv=2,局部战争
jbvx=1,紧抓
jbvy=1,进准
jbvy=2,锦标主义
jbvz=1,紧皱
jbvz=2,禁咒
jbvz=4,锦州
jbwf=1,金文
jbwf=2,今文
jbwj=1,今晚
jbwj=2,举步维艰
jbwo=1,紧握
jbwo=2,进我
jbwt=1,基本问题
jbwu=1,进屋
jbwu=2,金乌
jbwu=4,劲舞
jbwv=1,金本位制
jbww=1,仅为
jbww=2,近卫
jbwx=1,洁白无瑕
jbxb=1,尽心
jbxb=2,尽信
jbxi=1,今昔
jbxi=2,今夕
jbxk=1,进行
jbxk=2,尽兴
jbxk=3,金星
jbxl=1,谨向
jbxl=2,金像
jbxl=3,金乡
jbxl=4,金相
jbxm=1,仅限
jbxm=2,尽显
jbxm=3,进贤
jbxn=1,今宵
jbxn=2,进校
jbxn=3,尽孝
jbxp=1,近些
jbxq=1,进修
jbxq=2,锦绣
jbxt=1,金雪
jbxt=2,进学
jbxu=1,仅需
jbxx=1,今夏
jbxz=1,急不暇择
jbya=1,金牙
jbya=2,紧压
jbyb=1,金银
jbyb=2,浸淫
jbyc=1,紧要
jbyc=2,紧咬
jbyc=3,禁药
jbye=1,今夜
jbye=2,津液
jbyi=1,仅以
jbyi=2,谨以
jbyi=3,锦衣
jbyi=4,襟翼
jbyj=1,禁言
jbyj=2,禁烟
jbyj=3,进言
jbyk=1,金鹰
jbyl=1,基本原理
jbyq=1,基本要求
jbyr=1,金元
jbyr=2,进院
jbys=1,禁用
jbys=2,金庸
jbyu=1,金鱼
jbyu=2,禁欲
jbyu=4,金玉
jbyx=1,简便易行
jbyx=2,聚苯乙烯
jbyy=2,禁运
jbyy=3,缙云
jbyz=1,仅有
jbyz=2,近忧
jbzc=1,今早
jbzc=2,尽早
jbzd=1,尽在
jbzd=2,仅在
jbze=1,尽责
jbzi=1,金子
jbzi=2,金字
jbzi=4,浸渍
jbzo=1,仅作
jbzo=2,近作
jbzr=1,金钻
jbzu=1,禁足
jbzu=2,进组
jbzu=3,饥不择食
jbzv=1,进嘴
jbzw=2,进贼
jbzx=1,降本增效
jbzy=1,谨遵
jbzy=2,金尊
jbzz=3,紧走
jcba=1,局促不安
jcbd=2,截长补短
jcdw=1,基层单位
jcey=1,仅此而已
jcfi=1,精彩纷呈
jcgb=1,基层干部
jcig=1,剪草除根
jcjc=1,将错就错
jcjh=1,借此机会
jcjl=1,精彩绝伦
jcjy=1,惊才绝艳
jcqy=1,见财起意
jcsf=1,几次三番
jcss=1,既成事实
jcti=1,进寸退尺
jctl=1,积草屯粮
jcud=1,举措失当
jcwg=1,家财万贯
jcyy=1,经此一役
jczs=1,君臣佐使
jdbd=1,胶东半岛
jdbf=1,绝大部分
jdbg=1,见多不怪
jdbh=2,巨大变化
jdbu=1,绝对不是
jdby=1,坚定不移
jdby=3,激动不已
jdby=4,居大不易
jdcm=1,绝顶聪明
jddg=1,京东大鼓
jddu=1,绝大多数
jdeq=1,崛地而起
jdey=1,简单扼要
jdfj=1,绝地反击
jdfl=1,江东父老
jdfz=1,极端分子
jdgd=1,绝对高度
jdhx=1,皆大欢喜
jdhy=1,夹道欢迎
jdib=1,降低成本
jdid=1,机动车道
jdij=1,巨大成就
jdil=1,机动车辆
jdit=1,旧调重弹
jdiv=1,集大成者
jdiy=1,旧地重游
jdjj=1,亟待解决
jdjr=1,绝代佳人
jdjt=1,基督教徒
jdkd=1,京东快递
jdkx=2,尖端科学
jdld=2,绝对零度
jdlg=1,积德累功
jdlk=1,建档立卡
jdly=1,既得利益
jdml=1,简单明了
jdqc=1,就地取材
jdqx=1,剑胆琴心
jdrt=1,进道若退
jdrx=1,激动人心
jdsu=1,巨大损失
jdud=1,绝对湿度
jdug=1,见多识广
jduj=1,绝代双骄
jdur=1,借刀杀人
jdvf=1,就地正法
jdvl=1,家道中落
jdvl=2,绝对真理
jdvw=1,井底之蛙
jdvy=1,极端主义
jdvz=1,经典之作
jdvz=2,经典著作
jdwd=1,绝对温度
jdwf=1,激动万分
jdwm=3,借贷无门
jdxk=1,精雕细刻
jdxl=1,精雕细镂
jdxs=1,精打细算
jdxv=1,精雕细琢
jdxx=1,坚定信心
jdxy=2,进德修业
jdxy=3,机电学院
jdyd=1,家大业大
jdyf=1,教导有方
jdys=1,决定因素
jdys=3,结党营私
jdyu=1,绝对优势
jdyx=1,简单易行
jdyx=2,巨大影响
jdzv=1,结缔组织
jdzy=2,决定作用
jejv=1,久而久之
jels=1,接二连三
jerc=1,疾恶如仇
jeri=1,嫉恶如仇
jeyv=1,敬而远之
jeyv=2,简而言之
jeyv=3,兼而有之
jeyz=1,极而言之
jfby=2,疾风暴雨
jfdd=1,鸡飞蛋打
jffm=1,奖罚分明
jffq=1,结发夫妻
jfgt=1,鸡飞狗跳
jfiu=1,积非成是
jfiv=1,见缝插针
jfjc=1,疾风劲草
jfjp=1,劫富济贫
jfll=1,街坊邻里
jfqh=1,季风气候
jfrc=1,绝非如此
jfsl=1,街坊四邻
jfsu=1,金风送爽
jfsx=1,解放思想
jfud=1,见风使舵
jfui=1,借风使船
jfum=1,久负盛名
jfvd=1,见风转舵
jfvj=1,酒逢知己
jfvr=1,肩负重任
jfvv=1,解放战争
jfvy=1,疾风骤雨
jfvy=2,几分之一
jfvy=3,九分之一
jfxb=1,今非昔比
jfxi=1,接风洗尘
jfxl=1,疾风迅雷
jfyd=1,解放运动
jfyf=1,奸夫淫妇
jfyl=1,金风玉露
jfyu=1,绝非易事
jgbb=1,金刚芭比
jgbg=1,见怪不怪
jgbg=2,将功补过
jgbj=1,见惯不惊
jgbm=3,监管部门
jgbx=1,居高不下
jgcc=1,金光灿灿
jgck=1,仅供参考
jgcl=1,金光灿烂
jgdy=2,建国大业
jgeq=1,揭竿而起
jgfj=1,借古讽今
jgfj=2,积谷防饥
jgfx=1,急管繁弦
jght=1,举国欢腾
jghy=2,急公好义
jgif=1,警告处分
jgih=1,击鼓传花
jgjc=1,鞠躬尽瘁
jgji=1,挤公交车
jgjj=1,加官晋爵
jgjj=2,加官进爵
jgjl=1,急功近利
jgjm=1,救国救民
jgjs=1,假公济私
jglx=1,居高临下
jglx=2,结构力学
jgly=1,建功立业
jgmi=1,静观默察
jgnm=1,金刚怒目
jgny=1,坚固耐用
jgqb=1,静观其变
jgqg=1,今古奇观
jgqm=1,金鼓齐鸣
jgrc=1,尽管如此
jgrk=1,举国若狂
jgry=1,监管人员
jgsg=1,嫁狗随狗
jgsj=1,机关算尽
jgsx=1,酒过三巡
jgtm=1,金戈铁马
jgtq=1,举国同庆
jgtv=1,结构调整
jguj=3,交感神经
jguu=2,金光闪闪
jguu=3,靖国神社
jguv=1,价格上涨
jgux=1,举国上下
jguz=1,将功赎罪
jgvl=1,举国之力
jgvn=1,惊弓之鸟
jgvp=1,激光照排
jgvw=1,居功至伟
jgvy=2,军国主义
jgvz=1,将功折罪
jgwt=1,几个问题
jgxm=1,巾帼须眉
jgxx=1,技工学校
jgxz=1,精耕细作
jgxz=2,精工细作
jgye=1,节骨眼儿
jgyi=1,技高一筹
jgyj=1,借古喻今
jgyj=2,机关用尽
jgyl=1,建国以来
jgyq=1,降格以求
jgyx=1,巾帼英雄
jgyz=1,降贵纡尊
jgyz=2,举国一致
jgza=1,居功自傲
jgzf=1,机关作风
jgzu=1,居功自恃
jhbh=2,骄横跋扈
jhbt=1,迥乎不同
jhby=1,久旱不雨
jhcz=1,江汉朝宗
jhdj=1,结婚登记
jhdl=1,结婚典礼
jher=1,酒酣耳热
jhes=1,尽欢而散
jhfd=1,惊魂甫定
jhfj=1,搅海翻江
jhgx=1,急火攻心
jhhh=1,江河湖海
jhhz=1,简化汉字
jhit=1,旧话重提
jhjd=1,机会均等
jhjj=2,计划经济
jhjp=1,饥寒交迫
jhju=1,见好就收
jhju=2,几何级数
jhjv=1,交换价值
jhjy=1,静候佳音
jhpz=1,江湖骗子
jhrw=1,机毁人亡
jhrx=1,江河日下
jhsy=1,酒后失言
jhtb=1,襟怀坦白
jhtx=1,几何图形
jhuc=1,惊慌失措
jhuc=2,惊惶失措
jhuj=1,结合实际
jhus=1,惊慌失色
jhuu=1,江湖术士
jhuy=1,镜花水月
jhuy=2,计划生育
jhuz=1,结婚生子
jhvy=1,机会主义
jhwd=1,惊魂未定
jhwd=2,酒后无德
jhxd=1,江河行地
jhxf=1,借花献佛
jhxg=1,积毁销骨
jhxi=1,旧恨新仇
jhyh=1,京杭运河
jhyj=1,交换意见
jhyp=1,惊鸿一瞥
jhyq=1,江湖义气
jhyr=1,嫁祸于人
jhyu=1,劫后余生
jhyx=1,惊鸿一现
jhzv=1,经合组织
jiah=1,激昂
jian=3,积案
jian=4,极暗
jian=5,吉安
jian=8,集安
jiba=3,鸡巴
jiba=4,寄吧
jiba=5,几把
jibc=2,挤爆
jibc=3,季报
jibc=4,几包
jibc=5,瘠薄
jibd=1,击败
jibd=2,祭拜
jibd=4,几百
jibf=1,基本
jibf=2,家常便饭
jibf=3,几本
jibi=1,击毙
jibi=4,几笔
jibi=5,积弊
jibj=1,羁绊
jibj=2,几班
jibj=3,极板
jibk=1,疾病
jibk=2,急病
jibk=3,几柄
jibl=3,急赤白脸
jibm=1,即便
jibm=2,畸变
jibm=3,几遍
jibn=5,基表
jibn=6,季表
jibo=2,鸡脖
jibo=3,几波
jibo=4,几拨
jibp=1,级别
jibq=3,纠缠不清
jibq=4,荆钗布裙
jibu=1,既不
jibu=3,几步
jibu=4,几部
jibu=5,缉捕
jibu=6,疾步
jibv=2,坚持不住
jibw=1,脊背
jibw=2,几倍
jibw=4,几杯
jibx=1,坚持不懈
jibx=2,僵持不下
jiby=4,坚持不渝
jicd=1,荠菜
jicd=2,集采
jice=2,计策
jice=3,几册
jicg=1,基层
jicg=2,几层
jich=1,机舱
jich=2,机仓
jici=1,及此
jici=2,几次
jico=1,记错
jico=2,寄错
jico=3,几撮
jicu=1,急促
jicu=2,极粗
jicu=3,几簇
jicv=1,集萃
jicv=3,集粹
jicy=1,寄存
jicy=4,积存
jida=1,极大
jida=2,击打
jida=3,即答
jida=4,几大
jida=5,几打
jidc=1,击倒
jidc=2,寄到
jidc=4,几道
jidd=1,亟待
jidd=3,几代
jidd=4,几袋
jide=1,记得
jide=2,积德
jide=3,基德
jidg=2,几等
jidh=1,激荡
jidh=2,既当
jidi=1,基地
jidi=2,极低
jidi=3,几滴
jidi=4,极地
jidi=5,基底
jidi=6,寄递
jidj=1,鸡蛋
jidj=2,忌惮
jidj=3,几担
jidk=1,既定
jidk=2,鸡丁
jidk=3,几顶
jidl=1,集成电路
jidm=1,极点
jidm=2,积淀
jidm=3,祭奠
jidm=4,几点
jidm=5,机电
jidm=6,基点
jidm=7,急电
jidn=1,基调
jidn=3,挤掉
jidn=5,几吊
jido=1,极多
jido=2,几朵
jido=3,几多
jidp=2,急跌
jidp=6,几叠
jidq=2,寄丢
jidq=3,挤丢
jidr=1,极端
jidr=3,极短
jidr=4,几段
jids=1,激动
jids=2,机动
jids=3,几栋
jids=4,悸动
jids=5,冀东
jidu=1,嫉妒
jidu=2,极度
jidu=3,几度
jidu=4,基督
jidu=5,季度
jidu=6,缉毒
jidu=7,忌妒
jidv=1,挤兑
jidv=4,几对
jidv=5,几堆
jidy=2,几顿
jidy=3,几吨
jidz=1,激斗
jiee=1,饥饿
jiee=3,极恶
jiee=4,疾厄
jier=1,继而
jier=3,鸡儿
jifa=1,激发
jifa=2,技法
jifa=3,几发
jiff=1,积分
jiff=2,记分
jiff=3,激愤
jiff=4,几份
jiff=5,几分
jiff=6,计分
jiff=7,激奋
jifg=1,讥讽
jifg=2,疾风
jifg=3,几封
jifg=5,季风
jifh=1,机房
jifh=3,己方
jifh=4,寄放
jifh=5,几方
jifj=1,机翻
jifj=2,几番
jifu=1,肌肤
jifu=2,继父
jifu=3,绝处逢生
jifu=4,几副
jifu=5,几幅
jifu=6,基辅
jifu=7,极富
jifw=1,计费
jifw=3,积肥
jifw=4,击飞
jifw=5,基肥
jifz=1,击缶
jigc=1,极高
jigd=1,技改
jige=1,及格
jige=2,鸡哥
jige=4,几个
jigg=1,机耕
jigh=1,纪纲
jigh=2,济钢
jigj=1,鸡肝
jigj=2,挤干
jigj=3,几杆
jigj=4,基干
jigl=1,激光
jigl=2,极光
jigo=1,记过
jigr=1,机关
jigr=2,籍贯
jigr=3,几管
jigs=1,济公
jigs=2,技工
jigs=3,几弓
jigs=4,记功
jigu=1,击鼓
jigu=2,脊骨
jigu=3,几股
jigw=1,寄给
jigw=2,既给
jigx=1,记挂
jigx=4,几挂
jigz=1,机构
jigz=2,积垢
jihc=1,极好
jihc=2,记号
jihc=3,记好
jihc=4,几号
jihd=1,己亥
jihd=2,继海
jihe=1,集合
jihe=2,几何
jihe=3,几盒
jihf=1,记恨
jihf=2,嫉恨
jihf=3,忌恨
jihg=2,冀衡
jihj=1,极寒
jihj=2,饥寒
jihk=1,极坏
jihk=2,急坏
jihl=1,饥荒
jihl=2,机皇
jiho=1,激活
jiho=2,集火
jiho=4,几伙
jihr=1,疾患
jihu=1,几乎
jihu=2,疾呼
jihu=3,几户
jihv=1,机会
jihv=2,集会
jihv=3,忌讳
jihv=4,几回
jihv=5,击毁
jihx=1,计划
jihx=2,激化
jihx=3,极化
jihy=1,记混
jihy=2,击昏
jihy=3,机魂
jihz=1,季后
jiia=1,极差
jiia=2,稽查
jiic=1,讥嘲
jiie=1,机车
jiie=2,挤车
jiie=3,几车
jiif=1,击沉
jiig=1,继承
jiig=2,集成
jiig=3,极盛
jiig=4,几成
jiih=1,机场
jiih=2,鸡场
jiih=3,几场
jiii=1,鸡翅
jiii=2,疾驰
jiii=3,几尺
jiil=1,机床
jiil=2,几床
jiir=1,击穿
jiir=2,纪传
jiir=3,几串
jiis=1,急冲
jiis=2,忌冲
jiiu=1,基础
jiiu=2,挤出
jiiu=3,寄出
jiiu=4,几处
jiiu=5,鸡雏
jiiz=1,记仇
jiiz=2,计酬
jiiz=3,几筹
jijb=1,激进
jijb=2,基金
jijb=3,集锦
jijb=4,几斤
jijb=5,几近
jijb=6,几进
jijg=1,检察机关
jiji=1,积极
jiji=2,急急
jiji=3,鸡鸡
jiji=4,几级
jiji=5,几几
jiji=6,唧唧
jiji=7,寂寂
jijj=1,坚持己见
jijk=1,寂静
jijk=2,鸡精
jijk=3,几经
jijk=4,机警
jijk=5,机井
jijk=6,即景
jijl=1,即将
jijl=2,激将
jijm=1,极简
jijm=2,击剑
jijm=3,击键
jijm=4,几件
jijm=5,几间
jijm=6,纪检
jijm=7,基建
jijm=8,肌腱
jijm=9,机件
jijm=10,鸡奸
jijm=11,急件
jijm=12,己见
jijm=13,寄件
jijn=2,计较
jijn=3,犄角
jijn=4,鸡叫
jijn=5,几角
jijp=1,季节
jijp=3,集结
jijp=4,几届
jijp=5,几节
jijq=1,急救
jijq=3,祭酒
jijr=2,鸡圈
jijr=3,几卷
jiju=1,急剧
jiju=2,极具
jiju=3,基础建设
jiju=4,几句
jiju=5,几局
jiju=6,集聚
jiju=7,积聚
jiju=8,寄居
jiju=9,机具
jijx=1,机甲
jijx=2,极佳
jijx=4,几家
jijx=5,几架
