汉字	完整拆分	首根	末根
足	足	足	足
趴	⻊ ＋ 八	⻊	八
趵	⻊ ＋ 勹 ＋ 丶	⻊	丶
趸	万 ＋ 足	万	足
趺	⻊ ＋ 夫	⻊	夫
趼	⻊ ＋ 一 ＋ 廾	⻊	廾
趾	⻊ ＋ 止	⻊	止
趿	⻊ ＋ 及	⻊	及
跂	⻊ ＋ 支	⻊	支
跃	⻊ ＋ 撇 ＋ 大	⻊	大
跄	⻊ ＋ 全字头 ＋ 㔾	⻊	㔾
跆	⻊ ＋ 厶 ＋ 口	⻊	口
跋	⻊ ＋ 𠂇 ＋ 又 ＋ 丶	⻊	丶
跌	⻊ ＋ 失	⻊	失
跎	⻊ ＋ 宀 ＋ 匕	⻊	匕
跏	⻊ ＋ 力 ＋ 口	⻊	口
跐	⻊ ＋ 止 ＋ 匕	⻊	匕
跑	⻊ ＋ 勹 ＋ 巳	⻊	巳
跖	⻊ ＋ 石	⻊	石
跗	⻊ ＋ 付	⻊	付
跚	⻊ ＋ ⺆ ＋ ⺆ ＋ 一	⻊	一
跛	⻊ ＋ 皮	⻊	皮
距	⻊ ＋ 巨	⻊	巨
跞	⻊ ＋ 乐	⻊	乐
跟	⻊ ＋ 艮	⻊	艮
跣	⻊ ＋ ⺧ ＋ 儿	⻊	儿
跤	⻊ ＋ 亠 ＋ 八 ＋ 㐅	⻊	㐅
跨	⻊ ＋ 大 ＋ 二 ＋ 折	⻊	折
跪	⻊ ＋ ⺈ ＋ 厂 ＋ 㔾	⻊	㔾
跬	⻊ ＋ 土 ＋ 土	⻊	土
路	⻊ ＋ 各	⻊	各
跱	⻊ ＋ 土 ＋ 寸	⻊	寸
跳	⻊ ＋ 冫 ＋ 冫 ＋ 儿	⻊	儿
践	⻊ ＋ 戋	⻊	戋
跶	⻊ ＋ 大 ＋ 辶	⻊	辶
跷	⻊ ＋ 一 ＋ 折 ＋ 撇 ＋ 兀	⻊	兀
跸	⻊ ＋ 比左 ＋ 匕 ＋ 十	⻊	十
跹	⻊ ＋ 千 ＋ 辶	⻊	辶
跺	⻊ ＋ 几 ＋ 木	⻊	木
跻	⻊ ＋ 亠 ＋ 㐅 ＋ 乔字底	⻊	乔字底
跽	⻊ ＋ 己 ＋ 心	⻊	心
踅	扌 ＋ 斤 ＋ 足	扌	足
踉	⻊ ＋ 丶 ＋ 艮	⻊	艮
踊	⻊ ＋ 龴 ＋ 甬字底	⻊	甬字底
踌	⻊ ＋ 三 ＋ 丿 ＋ 寸	⻊	寸
踏	⻊ ＋ 水 ＋ 日	⻊	日
踒	⻊ ＋ 禾 ＋ 女	⻊	女
踔	⻊ ＋ ⺊ ＋ 日 ＋ 十	⻊	十
踝	⻊ ＋ 果	⻊	果
踞	⻊ ＋ 尸 ＋ 十 ＋ 口	⻊	口
踟	⻊ ＋ 矢 ＋ 口	⻊	口
踢	⻊ ＋ 日 ＋ 勿	⻊	勿
踣	⻊ ＋ 立 ＋ 口	⻊	口
踦	⻊ ＋ 大 ＋ 可	⻊	可
踩	⻊ ＋ 采	⻊	采
踪	⻊ ＋ 宀 ＋ 示	⻊	示
踬	⻊ ＋ 𠂆 ＋ 十 ＋ 贝	⻊	贝
踮	⻊ ＋ 广 ＋ ⺊ ＋ 口	⻊	口
踯	⻊ ＋ 丷 ＋ 天 ＋ 阝	⻊	阝
踱	⻊ ＋ 广 ＋ 廿 ＋ 又	⻊	又
踵	⻊ ＋ 千 ＋ 里	⻊	里
踶	⻊ ＋ 日 ＋ 定字底	⻊	定字底
踹	⻊ ＋ 山 ＋ 而	⻊	而
踺	⻊ ＋ 聿 ＋ 廴	⻊	廴
踽	⻊ ＋ 撇 ＋ 口 ＋ 禺字底	⻊	禺字底
蹀	⻊ ＋ 廿 ＋ 折 ＋ 木	⻊	木
蹁	⻊ ＋ 户 ＋ 冂 ＋ 艹	⻊	艹
蹂	⻊ ＋ 矛 ＋ 木	⻊	木
蹄	⻊ ＋ 帝字头 ＋ 巾	⻊	巾
蹅	⻊ ＋ 木 ＋ 日 ＋ 一	⻊	一
蹇	宀 ＋ 𠀎 ＋ 八 ＋ 足	宀	足
蹈	⻊ ＋ 爫 ＋ 臼	⻊	臼
蹉	⻊ ＋ ⺶ ＋ 工	⻊	工
蹊	⻊ ＋ 爫 ＋ 幺 ＋ 大	⻊	大
蹋	⻊ ＋ 日 ＋ 习 ＋ 习	⻊	习
蹐	⻊ ＋ 冫 ＋ 撇 ＋ 点 ＋ 人 ＋ ⺝	⻊	⺝
蹑	⻊ ＋ 耳 ＋ 又 ＋ 又	⻊	又
蹒	⻊ ＋ 艹 ＋ 两	⻊	两
蹙	戊 ＋ 卜 ＋ 横 ＋ 小 ＋ 足	戊	足
蹚	⻊ ＋ 党字头 ＋ 口 ＋ 土	⻊	土
蹜	⻊ ＋ 宀 ＋ 亻 ＋ 一 ＋ 白	⻊	白
蹢	⻊ ＋ 亠 ＋ 丷 ＋ 冂 ＋ 十 ＋ 口	⻊	口
蹦	⻊ ＋ 山 ＋ 月 ＋ 月	⻊	月
蹩	㡀 ＋ 攵 ＋ 足	㡀	足
蹬	⻊ ＋ 癶 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	⻊	一
蹭	⻊ ＋ 丷 ＋ 囗 ＋ ⺌ ＋ 日	⻊	日
蹯	⻊ ＋ 釆 ＋ 田	⻊	田
蹰	⻊ ＋ 厂 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 寸	⻊	寸
蹲	⻊ ＋ 丷 ＋ 酉 ＋ 寸	⻊	寸
蹴	⻊ ＋ 亠 ＋ 口 ＋ 小 ＋ 尤	⻊	尤
蹶	⻊ ＋ 厂 ＋ 丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ ⺈ ＋ 人	⻊	人
蹼	⻊ ＋ 业 ＋ 养字头	⻊	养字头
蹽	⻊ ＋ 大 ＋ 丷 ＋ 日 ＋ 小	⻊	小
蹾	⻊ ＋ 亠 ＋ 口 ＋ 子 ＋ 攵	⻊	攵
蹿	⻊ ＋ 宀 ＋ 八 ＋ 口 ＋ 口 ＋ 丨	⻊	丨
躁	⻊ ＋ 口 ＋ 口 ＋ 口 ＋ 木	⻊	木
躅	⻊ ＋ 罒 ＋ 勹 ＋ 虫	⻊	虫
躇	⻊ ＋ 艹 ＋ 耂 ＋ 日	⻊	日
躏	⻊ ＋ 艹 ＋ 门 ＋ 隹	⻊	隹
躐	⻊ ＋ 巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折	⻊	折
躔	⻊ ＋ 广 ＋ 里 ＋ 八 ＋ 土	⻊	土
躜	⻊ ＋ ⺧ ＋ 儿 ＋ ⺧ ＋ 儿 ＋ 贝	⻊	贝
躞	⻊ ＋ 言 ＋ 火 ＋ 火 ＋ 又	⻊	又
身	身	身	身
躬	身 ＋ 弓	身	弓
躯	身 ＋ 匚 ＋ 㐅	身	㐅
躲	身 ＋ 几 ＋ 木	身	木
躺	身 ＋ ⺌ ＋ 冂 ＋ 口	身	口
车	车	车	车
轧	车旁 ＋ 折	车旁	折
轨	车旁 ＋ 九	车旁	九
轩	车旁 ＋ 干	车旁	干
轪	车旁 ＋ 大	车旁	大
轫	车旁 ＋ 刃	车旁	刃
转	车旁 ＋ 二 ＋ 折 ＋ 点	车旁	点
轭	车旁 ＋ 厂 ＋ 㔾	车旁	㔾
轮	车旁 ＋ 全字头 ＋ 匕	车旁	匕
软	车旁 ＋ ⺈ ＋ 人	车旁	人
轰	车 ＋ 又 ＋ 又	车	又
轱	车旁 ＋ 十 ＋ 口	车旁	口
轲	车旁 ＋ 可	车旁	可
轳	车旁 ＋ ⺊ ＋ 尸	车旁	尸
轴	车旁 ＋ 由	车旁	由
轵	车旁 ＋ 口 ＋ 八	车旁	八
轶	车旁 ＋ 失	车旁	失
轷	车旁 ＋ 撇 ＋ 丷 ＋ 一 ＋ 竖	车旁	竖
轸	车旁 ＋ 全字头 ＋ 彡	车旁	彡
轹	车旁 ＋ 乐	车旁	乐
轺	车旁 ＋ 刀 ＋ 口	车旁	口
轻	车旁 ＋ 𢀖	车旁	𢀖
轼	车旁 ＋ 弋 ＋ 工	车旁	工
载	十 ＋ 戈 ＋ 车旁	十	车旁
轾	车旁 ＋ 至	车旁	至
轿	车旁 ＋ 乔	车旁	乔
辀	车旁 ＋ 舟	车旁	舟
辁	车旁 ＋ 全字头 ＋ 王	车旁	王
辂	车旁 ＋ 各	车旁	各
较	车旁 ＋ 亠 ＋ 八 ＋ 㐅	车旁	㐅
辄	车旁 ＋ 耳 ＋ 折	车旁	折
辅	车旁 ＋ 甫	车旁	甫
辆	车旁 ＋ 两	车旁	两
辇	夫 ＋ 夫 ＋ 车	夫	车
辈	非 ＋ 车	非	车
辉	⺌ ＋ 兀 ＋ 冖 ＋ 车	⺌	车
辊	车旁 ＋ 日 ＋ 比左 ＋ 匕	车旁	匕
辋	车旁 ＋ 冂 ＋ 丷 ＋ 一 ＋ 亡	车旁	亡
辌	车旁 ＋ 亠 ＋ 口 ＋ 小	车旁	小
辍	车旁 ＋ 又 ＋ 又 ＋ 又 ＋ 又	车旁	又
辎	车旁 ＋ 巛 ＋ 田	车旁	田
辏	车旁 ＋ 𡗗 ＋ 天	车旁	天
辐	车旁 ＋ 一 ＋ 口 ＋ 田	车旁	田
辑	车旁 ＋ 口 ＋ 耳	车旁	耳
辒	车旁 ＋ 日 ＋ 皿	车旁	皿
输	车旁 ＋ 全字头 ＋ 一 ＋ ⺝ ＋ 刂	车旁	刂
辔	纟 ＋ 车 ＋ 纟 ＋ 口	纟	口
辕	车旁 ＋ 土 ＋ 口 ＋ 𧘇	车旁	𧘇
辖	车旁 ＋ 宀 ＋ 丰 ＋ 口	车旁	口
辗	车旁 ＋ 尸 ＋ 艹 ＋ 畏下	车旁	畏下
辘	车旁 ＋ 广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕	车旁	匕
辙	车旁 ＋ 亠 ＋ 厶 ＋ ⺝ ＋ 攵	车旁	攵
辚	车旁 ＋ 米 ＋ 夕 ＋ 㐄	车旁	㐄
辛	辛	辛	辛
辜	十 ＋ 口 ＋ 辛	十	辛
辞	千 ＋ 口 ＋ 辛	千	辛
辟	尸 ＋ 口 ＋ 辛	尸	辛
辣	辛旁 ＋ 束	辛旁	束
辨	辡 ＋ 刂	辡	刂
辩	辡 ＋ 讠	辡	讠
辫	辡 ＋ 纟	辡	纟
辰	辰	辰	辰
辱	辰 ＋ 寸	辰	寸
边	力 ＋ 辶	力	辶
辽	了 ＋ 辶	了	辶
达	大 ＋ 辶	大	辶
辿	山 ＋ 辶	山	辶
迁	千 ＋ 辶	千	辶
迂	于 ＋ 辶	于	辶
迄	𠂉 ＋ 乙 ＋ 辶	𠂉	辶
迅	折 ＋ 十 ＋ 辶	折	辶
过	寸 ＋ 辶	寸	辶
迈	万 ＋ 辶	万	辶
迎	卬 ＋ 辶	卬	辶
运	二 ＋ 厶 ＋ 辶	二	辶
近	斤 ＋ 辶	斤	辶
迓	牙 ＋ 辶	牙	辶
返	𠂆 ＋ 又 ＋ 辶	𠂆	辶
迕	午 ＋ 辶	午	辶
还	不 ＋ 辶	不	辶
这	亠 ＋ 㐅 ＋ 辶	亠	辶
进	井 ＋ 辶	井	辶
远	一 ＋ 兀 ＋ 辶	一	辶
违	韦 ＋ 辶	韦	辶
连	车 ＋ 辶	车	辶
迟	尺 ＋ 辶	尺	辶
迢	刀 ＋ 口 ＋ 辶	刀	辶
迤	𠂉 ＋ 也 ＋ 辶	𠂉	辶
迥	冂 ＋ 口 ＋ 辶	冂	辶
迦	力 ＋ 口 ＋ 辶	力	辶
迨	厶 ＋ 口 ＋ 辶	厶	辶
迩	⺈ ＋ 小 ＋ 辶	⺈	辶
迪	由 ＋ 辶	由	辶
迫	白 ＋ 辶	白	辶
迭	失 ＋ 辶	失	辶
迮	乍 ＋ 辶	乍	辶
述	木 ＋ 丶 ＋ 辶	木	辶
迳	𢀖 ＋ 辶	𢀖	辶
迷	米 ＋ 辶	米	辶
迸	丷 ＋ 一 ＋ 廾 ＋ 辶	丷	辶
迹	亦 ＋ 辶	亦	辶
迺	西 ＋ 辶	西	辶
追	𠂤 ＋ 辶	𠂤	辶
退	艮 ＋ 辶	艮	辶
送	丷 ＋ 天 ＋ 辶	丷	辶
适	千 ＋ 口 ＋ 辶	千	辶
逃	冫 ＋ 冫 ＋ 儿 ＋ 辶	冫	辶
逄	夂 ＋ 㐄 ＋ 辶	夂	辶
逅	𠂆 ＋ 一 ＋ 口 ＋ 辶	𠂆	辶
逆	丷 ＋ 一 ＋ 凵 ＋ 丿 ＋ 辶	丷	辶
选	⺧ ＋ 儿 ＋ 辶	⺧	辶
逊	子 ＋ 小 ＋ 辶	子	辶
逋	甫 ＋ 辶	甫	辶
逍	⺌ ＋ ⺝ ＋ 辶	⺌	辶
透	禾 ＋ 乃 ＋ 辶	禾	辶
逐	豕 ＋ 辶	豕	辶
逑	一 ＋ 氺 ＋ 丶 ＋ 辶	一	辶
递	弟 ＋ 辶	弟	辶
途	全字头 ＋ 于 ＋ 八 ＋ 辶	全字头	辶
逖	犭 ＋ 火 ＋ 辶	犭	辶
逗	一 ＋ 口 ＋ 丷 ＋ 一 ＋ 辶	一	辶
通	龴 ＋ 甬字底 ＋ 辶	龴	辶
逛	犭 ＋ 王 ＋ 辶	犭	辶
逝	扌 ＋ 斤 ＋ 辶	扌	辶
逞	口 ＋ 王 ＋ 辶	口	辶
速	束 ＋ 辶	束	辶
造	⺧ ＋ 口 ＋ 辶	⺧	辶
逡	厶 ＋ 八 ＋ 夂 ＋ 辶	厶	辶
逢	夂 ＋ 丰 ＋ 辶	夂	辶
逦	丽 ＋ 辶	丽	辶
逭	宀 ＋ 㠯 ＋ 辶	宀	辶
逮	争字底 ＋ 氺 ＋ 辶	争字底	辶
逯	录字头 ＋ 氺 ＋ 辶	录字头	辶
逴	⺊ ＋ 日 ＋ 十 ＋ 辶	⺊	辶
逵	土 ＋ 八 ＋ 土 ＋ 辶	土	辶
逶	禾 ＋ 女 ＋ 辶	禾	辶
逸	兔 ＋ 辶	兔	辶
逻	罒 ＋ 夕 ＋ 辶	罒	辶
逼	一 ＋ 口 ＋ 田 ＋ 辶	一	辶
逾	全字头 ＋ 一 ＋ ⺝ ＋ 刂 ＋ 辶	全字头	辶
遁	𠂆 ＋ 十 ＋ 目 ＋ 辶	𠂆	辶
遂	丷 ＋ 豕 ＋ 辶	丷	辶
遄	山 ＋ 而 ＋ 辶	山	辶
遆	帝字头 ＋ 巾 ＋ 辶	帝字头	辶
遇	日 ＋ 禺字底 ＋ 辶	日	辶
遍	户 ＋ 冂 ＋ 艹 ＋ 辶	户	辶
遏	日 ＋ 匃 ＋ 辶	日	辶
遐	折 ＋ 一 ＋ ⺊ ＋ 一 ＋ 折 ＋ 一 ＋ 又 ＋ 辶	折	辶
遑	白 ＋ 王 ＋ 辶	白	辶
遒	丷 ＋ 酉 ＋ 辶	丷	辶
道	丷 ＋ 一 ＋ 自 ＋ 辶	丷	辶
遗	𠀐 ＋ 贝 ＋ 辶	𠀐	辶
遘	𠀎 ＋ 冂 ＋ 土 ＋ 辶	𠀎	辶
遛	留字头 ＋ 田 ＋ 辶	留字头	辶
遢	日 ＋ 习 ＋ 习 ＋ 辶	日	辶
遣	𠀐 ＋ 㠯 ＋ 辶	𠀐	辶
遥	爫 ＋ 缶 ＋ 辶	爫	辶
遨	敖左 ＋ 攵 ＋ 辶	敖左	辶
遭	一 ＋ 囗 ＋ 艹 ＋ 日 ＋ 辶	一	辶
遮	广 ＋ 廿 ＋ 灬 ＋ 辶	广	辶
遴	米 ＋ 夕 ＋ 㐄 ＋ 辶	米	辶
遵	丷 ＋ 酉 ＋ 寸 ＋ 辶	丷	辶
遹	矛 ＋ 冂 ＋ 八 ＋ 口 ＋ 辶	矛	辶
遽	卜 ＋ 厂 ＋ 七 ＋ 豕 ＋ 辶	卜	辶
避	尸 ＋ 口 ＋ 辛 ＋ 辶	尸	辶
邀	白 ＋ 方 ＋ 攵 ＋ 辶	白	辶
邂	⺈ ＋ 用 ＋ 刀 ＋ 牛 ＋ 辶	⺈	辶
邃	宀 ＋ 八 ＋ 丷 ＋ 豕 ＋ 辶	宀	辶
邈	豸 ＋ 白 ＋ 儿 ＋ 辶	豸	辶
邋	巛 ＋ 囗 ＋ 㐅 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 冬字底 ＋ 折 ＋ 辶	巛	辶
邑	口 ＋ 巴	口	巴
邓	又 ＋ 阝	又	阝
邕	巛 ＋ 口 ＋ 巴	巛	巴
邗	干 ＋ 阝	干	阝
邘	于 ＋ 阝	于	阝
邙	亡 ＋ 阝	亡	阝
邛	工 ＋ 阝	工	阝
邝	广 ＋ 阝	广	阝
邠	八 ＋ 刀 ＋ 阝	八	阝
邡	方 ＋ 阝	方	阝
邢	一 ＋ 廾 ＋ 阝	一	阝
那	折 ＋ 二 ＋ 丿 ＋ 阝	折	阝
邦	三 ＋ 丿 ＋ 阝	三	阝
邨	一 ＋ 凵 ＋ 折 ＋ 阝	一	阝
邪	牙 ＋ 阝	牙	阝
邬	乌 ＋ 阝	乌	阝
邮	由 ＋ 阝	由	阝
邯	甘 ＋ 阝	甘	阝
邰	厶 ＋ 口 ＋ 阝	厶	阝
邱	丘 ＋ 阝	丘	阝
邲	必 ＋ 阝	必	阝
邳	不 ＋ 一 ＋ 阝	不	阝
邴	一 ＋ 冂 ＋ 人 ＋ 阝	一	阝
邵	刀 ＋ 口 ＋ 阝	刀	阝
邶	北字旁 ＋ 比左 ＋ 阝	北字旁	阝
邸	氐 ＋ 阝	氐	阝
邹	⺈ ＋ 彐 ＋ 阝	⺈	阝
邺	业 ＋ 阝	业	阝
邻	令 ＋ 阝	令	阝
邽	土 ＋ 土 ＋ 阝	土	阝
邾	朱 ＋ 阝	朱	阝
邿	土 ＋ 寸 ＋ 阝	土	阝
郁	𠂇 ＋ ⺝ ＋ 阝	𠂇	阝
郃	全字头 ＋ 一 ＋ 口 ＋ 阝	全字头	阝
郄	㐅 ＋ 𠂇 ＋ 厶 ＋ 阝	㐅	阝
郅	至 ＋ 阝	至	阝
郇	勹 ＋ 日 ＋ 阝	勹	阝
郈	𠂆 ＋ 一 ＋ 口 ＋ 阝	𠂆	阝
郊	亠 ＋ 八 ＋ 㐅 ＋ 阝	亠	阝
郎	丶 ＋ 即字旁 ＋ 阝	丶	阝
郏	一 ＋ 丷 ＋ 大 ＋ 阝	一	阝
郐	全字头 ＋ 二 ＋ 厶 ＋ 阝	全字头	阝
郑	丷 ＋ 天 ＋ 阝	丷	阝
郓	冖 ＋ 车旁 ＋ 阝	冖	阝
郗	㐅 ＋ 𠂇 ＋ 巾 ＋ 阝	㐅	阝
郚	五 ＋ 口 ＋ 阝	五	阝
郛	爫 ＋ 子 ＋ 阝	爫	阝
郜	⺧ ＋ 口 ＋ 阝	⺧	阝
郝	土 ＋ 亦字底 ＋ 阝	土	阝
郡	争字底 ＋ 撇 ＋ 口 ＋ 阝	争字底	阝
郢	口 ＋ 王 ＋ 阝	口	阝
郤	八 ＋ 全字头 ＋ 口 ＋ 阝	八	阝
郦	丽 ＋ 阝	丽	阝
郧	口 ＋ 贝 ＋ 阝	口	阝
部	立 ＋ 口 ＋ 阝	立	阝
郪	横 ＋ 肀 ＋ 女 ＋ 阝	横	阝
郫	白 ＋ 丿 ＋ 十 ＋ 阝	白	阝
郭	亠 ＋ 口 ＋ 子 ＋ 阝	亠	阝
郯	火 ＋ 火 ＋ 阝	火	阝
郴	木 ＋ 木 ＋ 阝	木	阝
郸	单 ＋ 阝	单	阝
都	耂 ＋ 日 ＋ 阝	耂	阝
郾	匚 ＋ 日 ＋ 女 ＋ 阝	匚	阝
郿	尸 ＋ 丨 ＋ 目 ＋ 阝	尸	阝
鄀	艹 ＋ 𠂇 ＋ 口 ＋ 阝	艹	阝
鄂	口 ＋ 口 ＋ 二 ＋ 折 ＋ 阝	口	阝
鄃	全字头 ＋ 一 ＋ ⺝ ＋ 刂 ＋ 阝	全字头	阝
鄄	覀 ＋ 土 ＋ 阝	覀	阝
鄅	撇 ＋ 口 ＋ 禺字底 ＋ 阝	撇	阝
鄌	广 ＋ 肀 ＋ 口 ＋ 阝	广	阝
鄑	亚 ＋ 日 ＋ 阝	亚	阝
鄗	亠 ＋ 口 ＋ 冂 ＋ 口 ＋ 阝	亠	阝
鄘	广 ＋ 肀 ＋ 用 ＋ 阝	广	阝
鄙	口 ＋ 十 ＋ 囗 ＋ 口 ＋ 阝	口	阝
鄚	莫 ＋ 阝	莫	阝
鄜	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 比左 ＋ 阝	广	阝
鄞	廿 ＋ 口 ＋ 龶 ＋ 阝	廿	阝
鄠	⻗ ＋ 二 ＋ 折 ＋ 阝	⻗	阝
鄢	正 ＋ 一 ＋ 折 ＋ 灬 ＋ 阝	正	阝
鄣	音 ＋ 十 ＋ 阝	音	阝
鄫	丷 ＋ 囗 ＋ ⺌ ＋ 日 ＋ 阝	丷	阝
鄯	羊 ＋ 丷 ＋ 一 ＋ 口 ＋ 阝	羊	阝
鄱	釆 ＋ 田 ＋ 阝	釆	阝
鄹	耳 ＋ 又 ＋ 撇 ＋ 丨 ＋ 撇 ＋ 撇 ＋ 撇 ＋ 丶 ＋ 阝	耳	阝
酂	⺧ ＋ 儿 ＋ ⺧ ＋ 儿 ＋ 贝 ＋ 阝	⺧	阝
酃	⻗ ＋ 口 ＋ 口 ＋ 口 ＋ 阝	⻗	阝
酅	山 ＋ 隹 ＋ 冂 ＋ 八 ＋ 口 ＋ 阝	山	阝
酆	山 ＋ 丰 ＋ 丰 ＋ 一 ＋ 口 ＋ 丷 ＋ 一 ＋ 阝	山	阝
酉	酉	酉	酉
酊	酉 ＋ 丁	酉	丁
酋	丷 ＋ 酉	丷	酉
酌	酉 ＋ 勹 ＋ 丶	酉	丶
配	酉 ＋ 己	酉	己
酎	酉 ＋ 寸	酉	寸
酏	酉 ＋ 也	酉	也
酐	酉 ＋ 干	酉	干
酒	氵 ＋ 酉	氵	酉
酗	酉 ＋ 㐅 ＋ 凵	酉	凵
酚	酉 ＋ 八 ＋ 刀	酉	刀
酝	酉 ＋ 二 ＋ 厶	酉	厶
酞	酉 ＋ 太	酉	太
酡	酉 ＋ 宀 ＋ 匕	酉	匕
酢	酉 ＋ 乍	酉	乍
酣	酉 ＋ 甘	酉	甘
酤	酉 ＋ 十 ＋ 口	酉	口
酥	酉 ＋ 禾	酉	禾
酦	酉 ＋ 折 ＋ 撇 ＋ 又 ＋ 点	酉	点
酩	酉 ＋ 夕 ＋ 口	酉	口
酪	酉 ＋ 各	酉	各
酬	酉 ＋ 州	酉	州
酮	酉 ＋ 冂 ＋ 一 ＋ 口	酉	口
酯	酉 ＋ 匕 ＋ 日	酉	日
酰	酉 ＋ ⺧ ＋ 儿	酉	儿
酱	丬 ＋ 夕 ＋ 酉	丬	酉
酲	酉 ＋ 口 ＋ 王	酉	王
酴	酉 ＋ 全字头 ＋ 于 ＋ 八	酉	八
酵	酉 ＋ 耂 ＋ 子	酉	子
酶	酉 ＋ 𠂉 ＋ 母	酉	母
酷	酉 ＋ ⺧ ＋ 口	酉	口
酸	酉 ＋ 厶 ＋ 八 ＋ 夂	酉	夂
酹	酉 ＋ 爫 ＋ 寸	酉	寸
酺	酉 ＋ 甫	酉	甫
酽	酉 ＋ 亚 ＋ 丿	酉	丿
酾	酉 ＋ 丽	酉	丽
酿	酉 ＋ 丶 ＋ 艮	酉	艮
醅	酉 ＋ 立 ＋ 口	酉	口
醇	酉 ＋ 亠 ＋ 口 ＋ 子	酉	子
醉	酉 ＋ 亠 ＋ 人 ＋ 人 ＋ 十	酉	十
醋	酉 ＋ 龷 ＋ 日	酉	日
醌	酉 ＋ 日 ＋ 比左 ＋ 匕	酉	匕
醍	酉 ＋ 日 ＋ 定字底	酉	定字底
醐	酉 ＋ 十 ＋ 口 ＋ 月	酉	月
醑	酉 ＋ 疋 ＋ ⺝	酉	⺝
醒	酉 ＋ 日 ＋ 生	酉	生
醚	酉 ＋ 米 ＋ 辶	酉	辶
醛	酉 ＋ 艹 ＋ 全字头 ＋ 王	酉	王
醢	酉 ＋ 𠂇 ＋ 口 ＋ 皿	酉	皿
醨	酉 ＋ 亠 ＋ 㐅 ＋ 凵 ＋ 禸	酉	禸
醪	酉 ＋ 习 ＋ 习 ＋ 全字头 ＋ 彡	酉	彡
醭	酉 ＋ 业 ＋ 养字头	酉	养字头
醮	酉 ＋ 隹 ＋ 灬	酉	灬
醯	酉 ＋ 亠 ＋ 厶 ＋ 荒字底 ＋ 皿	酉	皿
醴	酉 ＋ 囗 ＋ 横 ＋ 丨 ＋ 丨 ＋ 一 ＋ 口 ＋ 丷 ＋ 一	酉	一
醵	酉 ＋ 卜 ＋ 厂 ＋ 七 ＋ 豕	酉	豕
醺	酉 ＋ 熏	酉	熏
醾	酉 ＋ 广 ＋ 木 ＋ 木 ＋ 米	酉	米
采	采	采	采
釉	釆 ＋ 由	釆	由
释	釆 ＋ 又 ＋ 举字底	釆	举字底
里	里	里	里
重	千 ＋ 里	千	里
野	里 ＋ 予	里	予
量	日 ＋ 一 ＋ 里	日	里
釐	未 ＋ 攵 ＋ 厂 ＋ 里	未	里
金	金	金	金
釜	八 ＋ 㐅 ＋ 金字底	八	金字底
鉴	丨 ＋ 丨 ＋ 𠂉 ＋ 丶 ＋ 金	丨	金
銎	工 ＋ 凡 ＋ 金	工	金
銮	变字头 ＋ 金	变字头	金
鋆	土 ＋ 勹 ＋ 冫 ＋ 金	土	金
鋈	氵 ＋ 撇 ＋ 大 ＋ 金	氵	金
錾	车旁 ＋ 斤 ＋ 金	车旁	金
鍪	矛 ＋ 攵 ＋ 金	矛	金
鎏	氵 ＋ 亠 ＋ 厶 ＋ 荒字底 ＋ 金	氵	金
鏊	敖左 ＋ 攵 ＋ 金	敖左	金
鏖	广 ＋ 折 ＋ 丨 ＋ 丨 ＋ 一 ＋ 比左 ＋ 匕 ＋ 金	广	金
鐾	尸 ＋ 口 ＋ 辛 ＋ 金	尸	金
鑫	金 ＋ 金 ＋ 金	金	金
钆	钅 ＋ 折	钅	折
钇	钅 ＋ 乙	钅	乙
针	钅 ＋ 十	钅	十
钉	钅 ＋ 丁	钅	丁
钊	钅 ＋ 刂	钅	刂
钋	钅 ＋ 卜	钅	卜
钌	钅 ＋ 了	钅	了
钍	钅 ＋ 土	钅	土
钎	钅 ＋ 千	钅	千
钏	钅 ＋ 川	钅	川
钐	钅 ＋ 彡	钅	彡
钒	钅 ＋ 凡	钅	凡
钓	钅 ＋ 勹 ＋ 丶	钅	丶
钔	钅 ＋ 门	钅	门
钕	钅 ＋ 女	钅	女
钖	钅 ＋ 𠃓	钅	𠃓
钗	钅 ＋ 又 ＋ 丶	钅	丶
钘	钅 ＋ 一 ＋ 廾	钅	廾
钙	钅 ＋ 一 ＋ ⺊ ＋ 折	钅	折
钚	钅 ＋ 不	钅	不
钛	钅 ＋ 太	钅	太
钜	钅 ＋ 巨	钅	巨
钝	钅 ＋ 一 ＋ 凵 ＋ 折	钅	折
钞	钅 ＋ 小 ＋ 丿	钅	丿
钟	钅 ＋ 口 ＋ 竖	钅	竖
钠	钅 ＋ 冂 ＋ 人	钅	人
钡	钅 ＋ 贝	钅	贝
钢	钅 ＋ 冂 ＋ 㐅	钅	㐅
钣	钅 ＋ 𠂆 ＋ 又	钅	又
钤	钅 ＋ 今	钅	今
钥	钅 ＋ 月	钅	月
钦	钅 ＋ ⺈ ＋ 人	钅	人
